product_id;variant_ids;color_ids;size_ids;material_ids;aroma_ids;collection_ids;capsule_ids;category_id;subcategory_id;min_price_rub;max_price_rub
KD-PD-10841;KD-PD-10841__v001|KD-PD-10841__v002|KD-PD-10841__v003;clr_78e4123512|clr_7ca5cf6f56|clr_a39ee8788e;siz_01cc00cc82;;;col_6e53a82ab7;;cat_a0b0e47bba;sub_39802e3471;29900;29900
KD-PD-10786;KD-PD-10786__v001|KD-PD-10786__v002|KD-PD-10786__v003;clr_78e4123512|clr_7ca5cf6f56|clr_a39ee8788e;siz_445e9902eb;;;col_6e53a82ab7;;cat_a0b0e47bba;sub_a86f8f51fb;9900;9900
KD-PD-7947;KD-PD-7947__v001;clr_2818a16c64;siz_b5cef7b3f9;mat_78141744da;;col_23dacecafa;;cat_c26358d6ce;sub_cabc3a88c6;5995;5995
KD-PD-8312;KD-PD-8312__v001;clr_2818a16c64;siz_0ae0bcf1dd;mat_8134a26777;;col_23dacecafa;;cat_9161b9503e;sub_9161b9503e;2500;2500
KD-PD-7941;KD-PD-7941__v001;clr_2818a16c64;;mat_78141744da;;col_23dacecafa;;cat_c26358d6ce;sub_96524f0b0f;4995;4995
KD-PD-7942;KD-PD-7942__v001|KD-PD-7942__v002;clr_2818a16c64;;mat_78141744da;;col_23dacecafa;;cat_c26358d6ce;sub_506b04c158;2995;5995
KD-PD-7242;KD-PD-7242__v001;clr_2818a16c64;siz_445e9902eb;mat_8134a26777;;col_23dacecafa;;cat_9161b9503e;sub_9161b9503e;650;650
KD-PD-7938;KD-PD-7938__v001;clr_2818a16c64;;mat_78141744da;;col_23dacecafa;;cat_c26358d6ce;sub_afbde0ee64;7950;7950
KD-PD-8256;KD-PD-8256__v001;clr_2818a16c64;siz_e7edbe079b;mat_8134a26777;;col_23dacecafa;;cat_9161b9503e;sub_9161b9503e;7250;7250
KD-PD-7939;KD-PD-7939__v001;clr_2818a16c64;siz_1da3d27caf;mat_78141744da;;col_23dacecafa;;cat_c26358d6ce;sub_afbde0ee64;6450;6450
KD-PD-7944;KD-PD-7944__v001|KD-PD-7944__v002|KD-PD-7944__v003;clr_2818a16c64;siz_66438ea56f|siz_bee8c2d6bf|siz_f666e724c3;mat_78141744da;;col_23dacecafa;;cat_c26358d6ce;sub_e0dae1999b;2895;3995
KD-PD-7940;KD-PD-7940__v001;clr_2818a16c64;siz_33debb8449;mat_78141744da;;col_23dacecafa;;cat_c26358d6ce;sub_96524f0b0f;4995;4995
KD-PD-7937;KD-PD-7937__v001;clr_2818a16c64;siz_3c782d85f7;mat_78141744da;;col_23dacecafa;;cat_c26358d6ce;sub_afbde0ee64;9950;9950
KD-PD-9713;KD-PD-9713__v001;clr_df6d4fc5b2;siz_da5f51a102;mat_b05c8f9179;;col_b9cced354f;;cat_06e60bd4fa;sub_d0e0f50010;2600;2600
KD-PD-9718;KD-PD-9718__v001|KD-PD-9718__v002;clr_7ca5cf6f56|clr_d74fedd1fa;siz_da5f51a102;mat_b05c8f9179;;col_b9cced354f;;cat_06e60bd4fa;sub_6167da3955;6200;6200
KD-PD-8768;KD-PD-8768__v001|KD-PD-8768__v002;clr_7ca5cf6f56|clr_d74fedd1fa;siz_da5f51a102;mat_b05c8f9179;;col_b9cced354f;;cat_06e60bd4fa;sub_6167da3955;9000;9000
KD-PD-8770;KD-PD-8770__v001|KD-PD-8770__v002;clr_7ca5cf6f56|clr_d74fedd1fa;siz_da5f51a102;mat_b05c8f9179;;col_b9cced354f;;cat_06e60bd4fa;sub_6167da3955;13000;13000
KD-PD-8765;KD-PD-8765__v001|KD-PD-8765__v002;clr_d74fedd1fa|clr_df6d4fc5b2;siz_89b0e8f00b|siz_ca6b1b687c;mat_b05c8f9179;;col_b9cced354f;;cat_06e60bd4fa;sub_2ac728af60;8840;15960
KD-PD-8777;KD-PD-8777__v001|KD-PD-8777__v002|KD-PD-8777__v003;clr_7ca5cf6f56|clr_d74fedd1fa|clr_df6d4fc5b2;siz_02a8197405;mat_b05c8f9179;;col_b9cced354f;;cat_9161b9503e;sub_93a000ac87;3960;3960
KD-PD-9711;KD-PD-9711__v001;clr_d74fedd1fa;siz_da5f51a102;mat_b05c8f9179;;col_b9cced354f;;cat_c26358d6ce;sub_cabc3a88c6;11800;11800
KD-PD-8776;KD-PD-8776__v001;clr_df6d4fc5b2;siz_a73000bbb7;mat_b05c8f9179;;col_b9cced354f;;cat_c26358d6ce;sub_cabc3a88c6;596;596
KD-PD-8758;KD-PD-8758__v001|KD-PD-8758__v002;clr_d74fedd1fa|clr_df6d4fc5b2;siz_a8cc77e46a;mat_b05c8f9179;;col_b9cced354f;;cat_c26358d6ce;sub_cf0cda3355;5040;5040
KD-PD-8967;KD-PD-8967__v001|KD-PD-8967__v002|KD-PD-8967__v003;clr_2818a16c64;siz_0df7e680c6|siz_3beb187929|siz_861fde37cf;mat_84ce26e46a;;col_d84cdeb339;;cat_9161b9503e;sub_9161b9503e;2495;3495
KD-PD-8977;KD-PD-8977__v001;clr_2818a16c64;siz_655a7a3c8a;mat_84ce26e46a;;col_d84cdeb339;;cat_9161b9503e;sub_9161b9503e;345;345
KD-PD-7227;KD-PD-7227__v001|KD-PD-7227__v002|KD-PD-7227__v003;clr_2818a16c64;siz_a394ecc680|siz_b5e9a22963|siz_e7edbe079b;mat_84ce26e46a;;col_d84cdeb339;;cat_9161b9503e;sub_9161b9503e;4495;4495
KD-PD-9976;KD-PD-9976__v001;clr_2818a16c64;siz_e96e39567e;mat_58e183f60a;;col_d84cdeb339;;cat_06e60bd4fa;sub_96372e8877;792;792
KD-PD-8242;KD-PD-8242__v001;clr_812476ce58;;mat_564161e33b;;col_0cf6b281d9;;cat_c26358d6ce;sub_0cf6b281d9;32900;32900
KD-PD-8243;KD-PD-8243__v001;clr_812476ce58;siz_da5f51a102;mat_7950cf851a;;col_0cf6b281d9;;cat_c26358d6ce;sub_0cf6b281d9;20900;20900
KD-PD-11521;KD-PD-11521__v001|KD-PD-11521__v002|KD-PD-11521__v003;;siz_f470eecae1;;aro_5307137d11|aro_7609b44cad|aro_8158c7d226;;;cat_06e60bd4fa;sub_96372e8877;3990;3990
KD-PD-11419;KD-PD-11419__v001;clr_2818a16c64;siz_3d2c0be121;mat_2ca5cf94f3;;col_02264c193e;;cat_c26358d6ce;sub_cabc3a88c6;2154;2154
KD-PD-11431;KD-PD-11431__v001;clr_2818a16c64;siz_7646237670;mat_2ca5cf94f3;;col_02264c193e;;cat_c26358d6ce;sub_96524f0b0f;714;714
KD-PD-11429;KD-PD-11429__v001;clr_2818a16c64;siz_afaeec8f84;mat_2ca5cf94f3;;col_02264c193e;;cat_c26358d6ce;sub_afbde0ee64;894;894
KD-PD-11421;KD-PD-11421__v001;clr_2818a16c64;siz_fa6844a343;mat_2ca5cf94f3;;col_02264c193e;;cat_c26358d6ce;sub_506b04c158;1794;1794
KD-PD-11418;KD-PD-11418__v001;clr_2818a16c64;siz_2f42bfe345;mat_2ca5cf94f3;;col_02264c193e;;cat_c26358d6ce;sub_e0dae1999b;1794;1794
KD-PD-11436;KD-PD-11436__v001;clr_2818a16c64;siz_6f7a68311a;mat_78141744da;;col_dfe46751a4;;cat_c26358d6ce;sub_cabc3a88c6;3190;3190
KD-PD-11518;KD-PD-11518__v001;clr_2818a16c64;siz_d980d864d9;mat_78141744da;;col_dfe46751a4;;cat_c26358d6ce;sub_96524f0b0f;1673;1673
KD-PD-11441;KD-PD-11441__v001;clr_2818a16c64;siz_f470eecae1;mat_78141744da;;col_dfe46751a4;;cat_c26358d6ce;sub_afbde0ee64;1673;1673
KD-PD-11449;KD-PD-11449__v001;clr_2818a16c64;siz_6c0bc92bb9;mat_78141744da;;col_dfe46751a4;;cat_c26358d6ce;sub_506b04c158;903;903
KD-PD-11440;KD-PD-11440__v001;clr_2818a16c64;siz_3e53916ec5;mat_78141744da;;col_dfe46751a4;;cat_c26358d6ce;sub_afbde0ee64;2513;2513
KD-PD-9415;KD-PD-9415__v001;clr_2818a16c64;siz_8d48128ce0;mat_2ca5cf94f3;;col_1b2574531b;;cat_c26358d6ce;sub_cabc3a88c6;1436;1436
KD-PD-9418;KD-PD-9418__v001;clr_2818a16c64;siz_7646237670;mat_2ca5cf94f3;;col_1b2574531b;;cat_c26358d6ce;sub_96524f0b0f;596;596
KD-PD-8984;KD-PD-8984__v001;clr_2818a16c64;siz_445e9902eb;mat_8134a26777;;col_1b2574531b;;cat_9161b9503e;sub_9161b9503e;1290;1290
KD-PD-9975;KD-PD-9975__v001;clr_2818a16c64;siz_e96e39567e;mat_58e183f60a;;col_1b2574531b;;cat_06e60bd4fa;sub_96372e8877;792;792
KD-PD-9416;KD-PD-9416__v001;clr_2818a16c64;siz_66438ea56f;mat_2ca5cf94f3;;col_1b2574531b;;cat_c26358d6ce;sub_e0dae1999b;1116;1116
KD-PD-9417;KD-PD-9417__v001;clr_2818a16c64;siz_bee8c2d6bf;mat_2ca5cf94f3;;col_1b2574531b;;cat_c26358d6ce;sub_e0dae1999b;1436;1436
KD-PD-10913;KD-PD-10913__v001;clr_2818a16c64;siz_409c10d9a6;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_cabc3a88c6;5592;5592
KD-PD-10911;KD-PD-10911__v001|KD-PD-10911__v002;clr_2818a16c64;siz_091fe0f1ec|siz_f161ee1e53;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_cabc3a88c6;4472;6392
KD-PD-10925;KD-PD-10925__v001;clr_2818a16c64;siz_c5de05dd2a;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_96524f0b0f;2072;2072
KD-PD-11141;KD-PD-11141__v001;clr_2372492028;siz_e0755f9edd;mat_9b2ac80773;;col_f61a6a0d8c;;cat_06e60bd4fa;sub_96372e8877;2990;2990
KD-PD-10928;KD-PD-10928__v001;clr_2818a16c64;siz_300e900a10;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_cabc3a88c6;1032;1032
KD-PD-10917;KD-PD-10917__v001;clr_2818a16c64;siz_4c1c44280c;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_506b04c158;1112;1112
KD-PD-10915;KD-PD-10915__v001;clr_2818a16c64;siz_1da3d27caf;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_506b04c158;3672;3672
KD-PD-10924;KD-PD-10924__v001;clr_2818a16c64;siz_1da3d27caf;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_afbde0ee64;3032;3032
KD-PD-10927;KD-PD-10927__v001;clr_2818a16c64;siz_300e900a10;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_cabc3a88c6;1032;1032
KD-PD-10926;KD-PD-10926__v001;clr_2818a16c64;siz_397dcdf588;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_cabc3a88c6;2232;2232
KD-PD-10918;KD-PD-10918__v001;clr_2818a16c64;siz_4863737db2;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_e0dae1999b;1992;1992
KD-PD-10919;KD-PD-10919__v001;clr_2818a16c64;siz_66438ea56f;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_e0dae1999b;2232;2232
KD-PD-10920;KD-PD-10920__v001;clr_2818a16c64;siz_bee8c2d6bf;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_e0dae1999b;2632;2632
KD-PD-10921;KD-PD-10921__v001;clr_2818a16c64;siz_02a8197405;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_e0dae1999b;4392;4392
KD-PD-10922;KD-PD-10922__v001;clr_2818a16c64;siz_6c0bc92bb9;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_96524f0b0f;2792;2792
KD-PD-10923;KD-PD-10923__v001;clr_2818a16c64;siz_941d591466;mat_2ca5cf94f3;;col_f61a6a0d8c;;cat_c26358d6ce;sub_afbde0ee64;6392;6392
KD-PD-10944;KD-PD-10944__v001;clr_2818a16c64|clr_a39ee8788e;siz_409c10d9a6;mat_2ca5cf94f3;;col_9d34c5e77b;;cat_c26358d6ce;sub_cabc3a88c6;6990;6990
KD-PD-11006;KD-PD-11006__v001;clr_2818a16c64|clr_b988d894d3;siz_260e8c4697;mat_84ce26e46a;;col_9d34c5e77b;;cat_9161b9503e;sub_9161b9503e;4490;4490
KD-PD-10945;KD-PD-10945__v001;clr_2818a16c64|clr_a39ee8788e;siz_3f90b1ef30;mat_2ca5cf94f3;;col_9d34c5e77b;;cat_c26358d6ce;sub_506b04c158;2190;2190
KD-PD-10590;KD-PD-10590__v001;clr_2818a16c64|clr_b988d894d3;siz_dde6fcf663;mat_84ce26e46a;;col_9d34c5e77b;;cat_9161b9503e;sub_9161b9503e;2590;2590
KD-PD-10591;KD-PD-10591__v001;clr_2818a16c64|clr_b988d894d3;siz_445e9902eb;mat_84ce26e46a;;col_9d34c5e77b;;cat_9161b9503e;sub_9161b9503e;1990;1990
KD-PD-10950;KD-PD-10950__v001;clr_2818a16c64|clr_a39ee8788e;siz_1da3d27caf;mat_2ca5cf94f3;;col_9d34c5e77b;;cat_c26358d6ce;sub_afbde0ee64;3490;3490
KD-PD-10459;KD-PD-10459__v001|KD-PD-10459__v002;clr_2818a16c64|clr_b988d894d3;siz_b5e9a22963|siz_e7edbe079b;mat_84ce26e46a;;col_9d34c5e77b;;cat_9161b9503e;sub_9161b9503e;22900;22900
KD-PD-10946;KD-PD-10946__v001;clr_2818a16c64|clr_a39ee8788e;siz_fa6844a343;mat_2ca5cf94f3;;col_9d34c5e77b;;cat_c26358d6ce;sub_e0dae1999b;2190;2190
KD-PD-10947;KD-PD-10947__v001;clr_2818a16c64|clr_a39ee8788e;siz_4084e2cc5c;mat_2ca5cf94f3;;col_9d34c5e77b;;cat_c26358d6ce;sub_e0dae1999b;3190;3190
KD-PD-10948;KD-PD-10948__v001;clr_2818a16c64|clr_a39ee8788e;siz_bee8c2d6bf;mat_2ca5cf94f3;;col_9d34c5e77b;;cat_c26358d6ce;sub_e0dae1999b;3990;3990
KD-PD-10951;KD-PD-10951__v001;clr_2818a16c64|clr_a39ee8788e;siz_6c0bc92bb9;mat_2ca5cf94f3;;col_9d34c5e77b;;cat_c26358d6ce;sub_96524f0b0f;3990;3990
KD-PD-10949;KD-PD-10949__v001;clr_2818a16c64|clr_a39ee8788e;siz_92d00adbcb;mat_2ca5cf94f3;;col_9d34c5e77b;;cat_c26358d6ce;sub_afbde0ee64;4990;4990
KD-PD-10287;KD-PD-10287__v001;clr_df6d4fc5b2;siz_02a8197405;mat_968dc350ce;;col_2b1b1d7eb6;;cat_c26358d6ce;sub_cabc3a88c6;9900;9900
KD-PD-10127;KD-PD-10127__v001|KD-PD-10127__v002;clr_df6d4fc5b2;siz_373f8280b1|siz_47bf677487;mat_968dc350ce;;col_2b1b1d7eb6;;cat_06e60bd4fa;sub_e2ccec5fae;39900;49900
KD-PD-10283;KD-PD-10283__v001;clr_df6d4fc5b2;siz_da5f51a102;mat_968dc350ce;;col_2b1b1d7eb6;;cat_06e60bd4fa;sub_06e60bd4fa;8900;8900
KD-PD-10284;KD-PD-10284__v001;clr_df6d4fc5b2;siz_da5f51a102;mat_968dc350ce;;col_2b1b1d7eb6;;cat_06e60bd4fa;sub_06e60bd4fa;19900;19900
KD-PD-10256;KD-PD-10256__v001;clr_2818a16c64|clr_b988d894d3;siz_3e53916ec5;;;col_0495d7f773;cap_0495d7f773;cat_c26358d6ce;sub_96524f0b0f;2990;2990
KD-PD-10254;KD-PD-10254__v001;clr_2818a16c64|clr_b988d894d3;siz_6c0bc92bb9;mat_2ca5cf94f3;;col_0495d7f773;cap_0495d7f773;cat_c26358d6ce;sub_96524f0b0f;5599;5599
KD-PD-2000;KD-PD-2000__v001|KD-PD-2000__v002|KD-PD-2000__v003;clr_2818a16c64|clr_7e1922e6be|clr_eaa16fa223;siz_ac5570a797;mat_84ce26e46a;;col_616ab631d5;cap_616ab631d5;cat_a0b0e47bba;sub_a86f8f51fb;5990;5990
KD-PD-2003;KD-PD-2003__v001;clr_eaa16fa223;siz_c5bd73e21d;mat_abe1028d51;;col_616ab631d5;cap_616ab631d5;cat_a0b0e47bba;sub_39802e3471;12990;12990
KD-PD-2010;KD-PD-2010__v001|KD-PD-2010__v002;clr_2818a16c64|clr_7e1922e6be;siz_4084e2cc5c;mat_2ca5cf94f3;;col_616ab631d5;cap_616ab631d5;cat_c26358d6ce;sub_506b04c158;9990;9990
KD-PD-2001;KD-PD-2001__v001|KD-PD-2001__v002;clr_2818a16c64|clr_7e1922e6be;siz_66438ea56f;mat_2ca5cf94f3;;col_616ab631d5;cap_616ab631d5;cat_c26358d6ce;sub_e0dae1999b;7990;7990
KD-PD-2004;KD-PD-2004__v001;clr_2818a16c64;siz_6c0bc92bb9;mat_2ca5cf94f3;;col_616ab631d5;cap_616ab631d5;cat_c26358d6ce;sub_96524f0b0f;6990;6990
KD-PD-10376;KD-PD-10376__v001|KD-PD-10376__v002;clr_a39ee8788e;siz_d39de78aa3|siz_fc83c1a9eb;mat_8134a26777;;col_fe08c5b62f;cap_fe08c5b62f;cat_309738921d;sub_309738921d;32900;43900
KD-PD-10599;KD-PD-10599__v001;clr_a39ee8788e;siz_445e9902eb;;;col_fe08c5b62f;cap_fe08c5b62f;cat_a0b0e47bba;sub_a86f8f51fb;5490;5490
KD-PD-8695;KD-PD-8695__v001;clr_6e3a178629;siz_da5f51a102;mat_f0098831c8;;col_982eed716f;;cat_06e60bd4fa;sub_96372e8877;6900;6900
KD-PD-10375;KD-PD-10375__v001|KD-PD-10375__v002;clr_a39ee8788e;siz_d39de78aa3|siz_fc83c1a9eb;mat_8134a26777;;col_fbe1debe5c;cap_fbe1debe5c;cat_309738921d;sub_309738921d;32900;43900
KD-PD-10260;KD-PD-10260__v001;clr_2818a16c64|clr_a39ee8788e;siz_3e53916ec5;mat_78141744da;;col_fbe1debe5c;cap_fbe1debe5c;cat_c26358d6ce;sub_96524f0b0f;4599;4599
KD-PD-10597;KD-PD-10597__v001|KD-PD-10597__v002;clr_2818a16c64|clr_a39ee8788e;siz_42df2bf66b|siz_6f83027196;mat_56ec8dad2a;;col_fbe1debe5c;cap_fbe1debe5c;cat_a0b0e47bba;sub_a86f8f51fb;3599;4599
