Артикул;Название товара;Цвет;Аромат;Размер;Цена;Старая цена;Высота;Ширина;Объем;Диаметр;Комплектация / информация о размере;Материал;Состав;Детали;Коллекция;Капсула;Категория;Подкатегория;Товар входит в готовое решение;Опционально входит в готовое решение;Фото 1;Фото 2;Фото 3;Описание готового решения
KD-PD-7227;Скатерть Многоцвет;Белый;null;180х350 см;4 495,00 ₽;8 990,00 ₽;180 см;350 см;null;null;null;Хлопок;100% Хлопок;null;Многоцвет;null;Столовый текстиль;Столовый текстиль;Зеленый салон;null;/images/imported-products/6a0abbf14fafb_big.jpg;/images/imported-products/6a0abbf175562_big.jpg;null;null
KD-PD-9976;Свеча Многоцветы;Белый;null;25,5 см;792,00 ₽;990,00 ₽;25,5 см;null;null;null;null;соевый воск;null;null;Многоцвет;null;Декор для дома;Свечи и диффузоры;Зеленый салон;null;/images/imported-products/69df5f57970e0_big.jpg;/images/imported-products/69b95afad6980_big.jpg;null;null
KD-PD-8242;Набор столовых приборов Александр;Серебряный;null;null;32 900,00 ₽;null;null;null;null;null;null;нержавеющая сталь 18/10;null;null;Столовые приборы;null;Посуда и сервировка;Столовые приборы;Зеленый салон, Красные линии;Теплый брутализм;/images/imported-products/6a57511b9cbbf_big.jpg;null;null;null
KD-PD-8243;Набор столовых приборов Петр;Серебряный;null;Единый размер;20 900,00 ₽;null;null;null;null;null;null;Сталь;Нержавеющая сталь 18/10;null;Столовые приборы;null;Посуда и сервировка;Столовые приборы;Зеленый салон Красные линии;Теплый брутализм;/images/imported-products/6a3d1d63d385c_big.jpg;null;null;null
KD-PD-11521;Диффузор;null;Апельсин;130 мл;3 990,00 ₽;null;null;null;130 мл;null;null;null;null;null;null;null;Декор для дома;Свечи и диффузоры;Зимняя сказка Пламя морских глубин ;null;/images/imported-products/69b16002123a4_big.png;null;null;null
KD-PD-11521;Диффузор;null;Мята;130 мл;3 990,00 ₽;null;null;null;130 мл;null;null;null;null;null;null;null;Декор для дома;Свечи и диффузоры;Зимняя сказка Пламя морских глубин ;null;/images/imported-products/69b16002123a4_big.png;null;null;null
KD-PD-11521;Диффузор;null;Сандал;130 мл;3 990,00 ₽;null;null;null;130 мл;null;null;null;null;null;null;null;Декор для дома;Свечи и диффузоры;Зимняя сказка Пламя морских глубин ;null;/images/imported-products/69b16002123a4_big.png;null;null;null
KD-PD-11419;Блюдо овальное Овация;Белый;null;36 см;2 154,00 ₽;3 590,00 ₽;null;null;null;null;null;фарфор;100% фарфор;null;Овация;null;Посуда и сервировка;Блюда и подача;Зеленый салон Пламя морских глубин ;Красные линии;/images/imported-products/6a3a77ab1a012_big.jpg;null;null;null
KD-PD-11516;Кофейная пара Овация;Белый;null;120 мл;894,00 ₽;1 490,00 ₽;null;null;120 мл;null;Кружка 1 шт\nБлюдце 1 шт;фарфор;100% фарфор;null;Овация;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Зеленый салон Пламя морских глубин ;Красные линии;/images/imported-products/6a394af98ba5b_big.jpg;/images/imported-products/699308df21c8f_big.jpg;null;null
KD-PD-11431;Кружка Овация;Белый;null;350 мл;714,00 ₽;1 190,00 ₽;null;null;350 мл;null;null;фарфор;100% фарфор;null;Овация;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Зеленый салон Пламя морских глубин ;Красные линии;/images/imported-products/6a394affdcfc4_big.jpg;/images/imported-products/6993065ce7e66_big.jpg;null;null
KD-PD-11429;Молочник Овация;Белый;null;160 мл;894,00 ₽;1 490,00 ₽;null;null;160 мл;null;null;фарфор;100% фарфор;null;Овация;null;Посуда и сервировка;Чайники, молочники и сахарницы;Зеленый салон Пламя морских глубин ;Красные линии;/images/imported-products/6a394afd5391f_big.jpg;/images/imported-products/699306866add5_big.jpg;null;null
KD-PD-11421;Салатник Овация;Белый;null;21 см;1 794,00 ₽;2 990,00 ₽;null;null;null;21 см;null;фарфор;100% фарфор;null;Овация;null;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Зеленый салон Пламя морских глубин ;Красные линии;/images/imported-products/6a3a861013057_big.jpg;null;null;null
KD-PD-11418;Тарелка глубокая Овация;Белый;null;26 см;1 794,00 ₽;2 990,00 ₽;null;null;null;26 см;null;фарфор;100% фарфор;null;Овация;null;Посуда и сервировка;Тарелки;Зеленый салон Пламя морских глубин ;Красные линии;/images/imported-products/69cfcf5d94387_big.jpg;/images/imported-products/69958b5f30941_big.jpg;null;null
KD-PD-11436;Блюдо овальное Эхо;Белый;null;25х18 см;3 190,00 ₽;3 190,00 ₽;null;null;null;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Блюда и подача;Красные линии;Зеленый салон;/images/imported-products/6a3a77a9a9ef4_big.jpg;null;null;null
KD-PD-11518;Кофейная пара Эхо;Белый;null;90 мл;1 673,00 ₽;2 390,00 ₽;null;null;90 мл;null;Кружка 1 шт\nБлюдце 1 шт;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Красные линии;Зеленый салон;/images/imported-products/6a85bf55372ef_big.jpg;null;null;null
KD-PD-11442;Кружка Эхо;Белый;null;350 мл;1 953,00 ₽;2 790,00 ₽;null;null;350 мл;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Красные линии;Зеленый салон;/images/imported-products/6a394aefe9f00_big.jpg;null;null;null
KD-PD-11441;Молочник Эхо;Белый;null;130 мл;1 673,00 ₽;2 390,00 ₽;null;null;130 мл;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Чайники, молочники и сахарницы;Красные линии;Зеленый салон;/images/imported-products/6a394aeea5edf_big.jpg;null;null;null
KD-PD-11449;Салатник Эхо;Белый;null;250 мл;903,00 ₽;1 290,00 ₽;null;null;250 мл;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Красные линии;Зеленый салон;/images/imported-products/6a3a85f308820_big.jpg;null;null;null
KD-PD-11440;Сахарница Эхо;Белый;null;450 мл;2 513,00 ₽;3 590,00 ₽;null;null;null;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Чайники, молочники и сахарницы;Красные линии;Зеленый салон;/images/imported-products/6a394af59a5dc_big.jpg;null;null;null
KD-PD-9415;Ваза для фруктов Весна;Белый;null;21х21х9,5 см;1 436,00 ₽;3 590,00 ₽;null;null;null;null;null;фарфор;100% фарфор;null;Весна;null;Посуда и сервировка;Блюда и подача;Зеленый салон;null;/images/imported-products/6a43756d2e4f2_big.jpg;/images/imported-products/68fb3b873b725_big.jpg;null;null
KD-PD-9418;Кружка Весна;Белый;null;350 мл;596,00 ₽;1 490,00 ₽;null;null;350 мл;null;null;фарфор;100% фарфор;null;Весна;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Зеленый салон;null;/images/imported-products/68ee0f7e2641d_big.jpg;/images/imported-products/68ee0f93954b5_big.jpg;null;null
KD-PD-8984;Салфетка Весна;Белый;null;45х45 см;1 290,00 ₽;null;45 см;45 см;null;null;null;сатин;100% сатин;null;Весна;null;Столовый текстиль;Столовый текстиль;Зеленый салон;null;/images/imported-products/6a43c7c4384df_big.jpg;/images/imported-products/68b0382c609d3_big.png;null;null
KD-PD-9975;Свеча Весна;Белый;null;25,5 см;792,00 ₽;990,00 ₽;25,5 см;null;null;null;null;соевый воск;null;null;Весна;null;Декор для дома;Свечи и диффузоры;Зеленый салон;null;/images/imported-products/69df5f56592b1_big.jpg;/images/imported-products/69b95ac02a5d5_big.jpg;null;null
KD-PD-9416;Тарелка закусочная Весна;Белый;null;23 см;1 116,00 ₽;2 790,00 ₽;null;null;null;23 см;null;фарфор;100% фарфор;null;Весна;null;Посуда и сервировка;Тарелки;Зеленый салон;null;/images/imported-products/6a43757500ab8_big.jpg;/images/imported-products/6a43757392be9_big.jpg;null;null
KD-PD-9417;Тарелка обеденная Весна;Белый;null;27 см;1 436,00 ₽;3 590,00 ₽;null;null;null;27 см;null;фарфор;100% фарфор;null;Весна;null;Посуда и сервировка;Тарелки;Зеленый салон;null;/images/imported-products/6a43757d69bf8_big.jpg;/images/imported-products/6a43757e29529_big.jpg;null;null
KD-PD-10913;Блюдо Весенний сад;Белый;null;32 см;5 592,00 ₽;6 990,00 ₽;null;null;null;null;null;фарфор;100% фарфор;null;Весенний сад;null;Посуда и сервировка;Блюда и подача;null;Зеленый салон;/images/imported-products/6a85ae21c78e0_big.jpg;null;null;null
KD-PD-10911;Блюдо Весенний сад;Белый;null;24х16 см;4 472,00 ₽;5 590,00 ₽;null;null;null;null;null;фарфор;100% фарфор;null;Весенний сад;null;Посуда и сервировка;Блюда и подача;null;Зеленый салон;/images/imported-products/6a85ae21c78e0_big.jpg;null;null;null
KD-PD-10911;Блюдо Весенний сад;Белый;null;36х25 см;6 392,00 ₽;7 990,00 ₽;null;null;null;null;null;фарфор;100% фарфор;null;Весенний сад;null;Посуда и сервировка;Блюда и подача;null;Зеленый салон;/images/imported-products/6a85ae21c78e0_big.jpg;null;null;null
