Id,Артикул,Название товара,Цвет,Размер,Превью фотография товара,Вторая фотография товара в скролле,Третья фотография в скролле,Высота,Ширина,Объем,Диаметр,Комплектация / Информация о размере,Материал,Состав,Детали,Коллекция,Аромат,Offer ID,URL товара,Тип товара,Источник
356,KD-PD-11970,Набор наволочек Цветущий Сад,бежевый,70х70 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a55e6cfc5abc_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a13fa5d9c233_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a55e6d00ada9_big.jpg,70 см,70 см,null,null,null,сатин,100% сатин,null,null,null,1780,https://kultura-doma.ru/product/nabor-navolochek-cvetuschiy-sad,pillowcase_set,master_catalog
357,KD-PD-11629,Набор Плейсматов с вышивкой Признание,белый,45х45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a35596ea8f13_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/698f40d8be014_big.jpg,null,45 см,45 см,null,null,null,сатин,100% сатин,Вышивка,null,null,1527,https://kultura-doma.ru/product/nabor-pleysmatov-s-vyshivkoy-priznanie,placemat,master_catalog
358,KD-PD-7794,Набор рюмок для водки Екатерина,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1781b21f2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d178082a39_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1780c084d_big.jpg,null,null,60 мл,null,null,хрустальное стекло,null,null,null,null,311,https://kultura-doma.ru/product/nabor-ryumok-dlya-vodki-ekaterina-311,glassware_set,master_catalog
359,KD-PD-9767,Набор рюмок для водки Лед,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d178e830e1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d178ca6d5f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d178df2aa2_big.jpg,null,null,35 мл,null,null,хрусталь,100% хрусталь,null,null,null,320,https://kultura-doma.ru/product/nabor-ryumok-dlya-vodki-led,glassware_set,master_catalog
360,KD-PD-11893,Набор салфеток Весенние Цветы,белый,45х45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a42806b86e6f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a42806bc47c2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a42806c0c3cc_big.jpg,45 см,45 см,null,null,null,сатин,100% сатин,null,null,null,1829,https://kultura-doma.ru/product/nabor-salfetok-vesennie-cvety,napkin,master_catalog
361,KD-PD-11892,Набор салфеток Весенний Букет,белый,45х45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3e81a9c824b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3e81aa667cb_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a19a63e513bd_big.jpg,45 см,45 см,null,null,null,сатин,100% сатин,null,null,null,1828,https://kultura-doma.ru/product/nabor-salfetok-vesenniy-buket,napkin,master_catalog
362,KD-PD-6852,Набор свечей Аленький цветочек,красный,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98cc524b6_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0b2474851a_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98cc8f5c1_big.jpg,35 см,null,null,null,null,null,null,null,null,null,100,https://kultura-doma.ru/product/nabor-svechey-alen-kiy-cvetochek,candle,master_catalog
363,KD-PD-6855,Набор свечей Вальс снежинок,белый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98a967619_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0b2d3b8c90_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98a9b61e7_big.jpg,35 см,null,null,null,null,null,null,null,null,null,102,https://kultura-doma.ru/product/nabor-svechey-val-s-snezhinok,candle,master_catalog
364,KD-PD-11141,Набор свечей Весенний сад,зеленый,45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df9867a661d_big.jpg,null,null,45 см,null,null,null,null,парафин,100% парафин,null,null,null,1407,https://kultura-doma.ru/product/nabor-svechey-novogodnee-puteshestvie,candle,master_catalog
365,KD-PD-6853,Набор свечей Зеленый сад,зеленый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98ae459aa_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0b34e52c3f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98aee4955_big.jpg,35 см,null,null,null,null,null,null,null,null,null,861,https://kultura-doma.ru/product/nabor-svechey-zelenyy-sad,candle,master_catalog
366,KD-PD-6850,Набор свечей Латте и шоколад,бежевый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98bb6cadf_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98bc07cfd_big.jpg,null,35 см,null,null,null,null,null,null,null,null,null,860,https://kultura-doma.ru/product/nabor-svechey-latte-i-shokolad,candle,master_catalog
367,KD-PD-6856,Набор свечей Мятные леденцы,зеленый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98c44f7de_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98c48eb3f_big.jpg,null,35 см,null,null,null,null,null,null,null,null,null,103,https://kultura-doma.ru/product/nabor-svechey-myatnye-ledency,candle,master_catalog
368,KD-PD-6854,Набор свечей Облака,голубой,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98c5d793a_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98c627de8_big.jpg,null,35 см,null,null,null,null,null,null,null,null,null,101,https://kultura-doma.ru/product/nabor-svechey-oblaka,candle,master_catalog
369,KD-PD-11139,Набор свечей Праздничный вечер,белый,45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df9868914cb_big.jpg,null,null,45 см,null,null,null,null,парафин,100% парафин,null,null,null,1405,https://kultura-doma.ru/product/nabor-svechey-zimnee-volshebstvo,candle,master_catalog
370,KD-PD-11140,Набор свечей Праздничный вечер,красный,45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df9865d2e13_big.jpg,null,null,45 см,null,null,null,null,парафин,100% парафин,null,null,null,1406,https://kultura-doma.ru/product/nabor-svechey-prazdnichnyy-vecher,candle,master_catalog
371,KD-PD-6849,Набор свечей Розовый жемчуг,розовый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98c95b0fd_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98c919107_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98c9dabff_big.jpg,35 см,null,null,null,null,null,null,null,null,null,98,https://kultura-doma.ru/product/nabor-svechey-rozovyy-zhemchug,candle,master_catalog
372,KD-PD-11142,Набор свечей Торжество,белый,45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df9869800e4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0a1f1da4d7_big.jpg,null,45 см,null,null,null,null,парафин,100% парафин,null,null,null,1408,https://kultura-doma.ru/product/nabor-svechey-sokrovischa-snezhnoy-korolevy,candle,master_catalog
373,KD-PD-11143,Набор свечей Торжество,красный,45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df9866d5057_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e09fca73467_big.jpg,null,45 см,null,null,null,null,парафин,100% парафин,null,null,null,1409,https://kultura-doma.ru/product/nabor-svechey-novogodnyaya-simfoniya,candle,master_catalog
374,KD-PD-6848,Набор свечей Три девицы,желтый,35 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98cda7920_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0b52042520_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69df98cde822d_big.jpg,35 см,null,null,null,null,воск пальмовый,100% пальмовый воск,null,null,null,97,https://kultura-doma.ru/product/nabor-svechey-tri-devicy,candle,master_catalog
375,KD-PD-9571,Набор стаканов для виски Вуаль,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d178706cae_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca752d0fa99_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d178740b20_big.jpg,null,null,350 мл,null,null,хрустальное стекло,null,null,null,null,316,https://kultura-doma.ru/product/nabor-stakanov-dlya-viski-vual,glassware_set,master_catalog
376,KD-PD-9577,Набор стаканов для виски Иллюзия,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d178a63b26_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca35cb4173f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d178a9f8dc_big.jpg,null,null,350 мл,null,null,хрустальное стекло,null,null,null,null,318,https://kultura-doma.ru/product/nabor-stakanov-dlya-viski-illyuziya,glassware_set,master_catalog
377,KD-PD-11099,Набор стаканов для виски Купель,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/694b952153ba1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/694b95231faa8_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/694b95202a667_big.jpg,null,null,330 мл,null,null,"стекло, латунь",null,null,null,null,1423,https://kultura-doma.ru/product/nabor-stakanov-dlya-viski-kupel,glassware_set,master_catalog
378,KD-PD-9572,Набор стаканов для воды Вуаль,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1788978d0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca75480cc17_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1788d08ac_big.jpg,null,null,400 мл,null,null,хрустальное стекло,null,null,null,null,317,https://kultura-doma.ru/product/nabor-stakanov-dlya-vody-vual,glassware_set,master_catalog
379,KD-PD-7786,Набор стаканов для воды Гармония,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d177a87dd0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d17792104f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d17795a609_big.jpg,null,null,400 мл,null,null,хрустальное стекло,null,null,null,null,309,https://kultura-doma.ru/product/nabor-stakanov-dlya-vody-garmoniya,glassware_set,master_catalog
380,KD-PD-10708,Набор стаканов для воды Лилия,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d177264833_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca45462625f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d177224cdf_big.jpg,null,null,450 мл,null,null,хрустальное стекло,null,null,null,null,1308,https://kultura-doma.ru/product/nabor-stakanov-dlya-vody-liliya,glassware_set,master_catalog
381,KD-PD-10710,Набор стаканов для воды Тюльпан,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1773c22fe_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca4759ee362_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d17738a1ae_big.jpg,null,null,350 мл,null,null,хрустальное стекло,null,null,null,null,1310,https://kultura-doma.ru/product/nabor-stakanov-dlya-vody-tyul-pan,glassware_set,master_catalog
382,KD-PD-10693,Набор стаканов Лукоморье,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a4271161b817_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a427115e132c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a42711604a18_big.jpg,null,null,160 мл,null,null,null,null,null,null,null,1901,https://kultura-doma.ru/product/nabor-stakanov-lukomor-e-1901,glassware_set,master_catalog
383,KD-PD-11060,Набор стаканов Сказка о рыбаке,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a43792cdbfbb_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a43793562b95_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a437924b1e9a_big.jpg,null,null,165 мл,null,null,null,null,null,null,null,1907,https://kultura-doma.ru/product/nabor-stakanov-skazka-o-rybake,glassware_set,master_catalog
384,KD-PD-10695,Набор столовых приборов Лукоморье,серебристый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a427a62b871a_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a427a631d29a_big.jpg,null,null,null,null,null,null,null,null,null,null,null,1902,https://kultura-doma.ru/product/nabor-stolovyh-priborov-lukomor-e-1902,other,master_catalog
385,KD-PD-8243,Набор столовых приборов Петр,серебряный,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1d63d385c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1d63926e6_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1d6419ad1_big.jpg,null,null,null,null,null,нержавеющая сталь 18/10,null,null,null,null,322,https://kultura-doma.ru/product/nabor-stolovyh-priborov-petr,other,master_catalog
386,KD-PD-11067,Набор столовых приборов Сказка о рыбаке,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a437854361df_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a43786c20b53_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a43786739efa_big.jpg,null,null,null,null,null,null,null,null,null,null,1906,https://kultura-doma.ru/product/nabor-stolovyh-priborov-skazka-o-rybake,other,master_catalog
387,KD-PD-7800,Набор стопок Бистро,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1783489c9_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d17830cfc6_big.jpg,null,null,null,50 мл,null,null,хрустальное стекло,null,null,null,null,313,https://kultura-doma.ru/product/nabor-stopok-bistro,glassware_set,master_catalog
388,KD-PD-9605,Набор стопок Купель,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1775e008b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d17763b32a_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d1775948b7_big.jpg,null,null,25 мл,null,null,латунь,null,null,null,null,319,https://kultura-doma.ru/product/nabor-stopok-kupel,glassware_set,master_catalog
389,KD-PD-7874,Набор фужеров для шампанского Купель,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9027e6aae_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90276b3ff_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a902833737_big.jpg,null,null,250 мл,null,null,латунь,null,null,null,null,217,https://kultura-doma.ru/product/nabor-fuzherov-dlya-shampanskogo-kupel,wine_glass_set,master_catalog
