Id,Артикул,Название товара,Цвет,Размер,Превью фотография товара,Вторая фотография товара в скролле,Третья фотография в скролле,Высота,Ширина,Объем,Диаметр,Комплектация / Информация о размере,Материал,Состав,Детали,Коллекция,Аромат,Offer ID,URL товара,Тип товара,Источник
296,KD-PD-7598,Корзина Уют: 30х20х12 см,null,30х20х12 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0d07c458a9_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0d07c000f1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0d07c84c53_big.jpg,30 см,20 см,null,null,null,хлопковый шнур,null,null,null,null,1109-1025,https://kultura-doma.ru/product/korzina-uyut-1109-size-30h20h12-sm,other,master_catalog
297,KD-PD-7600,Корзина Уют: 30х20х12 см,черный,30х20х12 см,https://kultura-doma.ru/public/src/images/gallery/catalog/68920dd08ca17_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/68920dd043983_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/68920dd0d81dc_big.jpg,30 см,20 см,null,null,null,хлопковый шнур,null,null,null,null,1110-1026,https://kultura-doma.ru/product/korzina-uyut-1110-size-30h20h12-sm,other,master_catalog
298,KD-PD-10805,Корзина хлопковая Уют,черный,30х30х20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0c1fc68e46_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69a6f16173d35_big.jpg,null,30 см,30 см,null,null,null,хлопковый шнур,null,null,null,null,1374,https://kultura-doma.ru/product/korzina-kvadratnaya-uyut,other,master_catalog
299,KD-PD-10806,Корзина хлопковая Уют,молочный,30х30х20 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0c25689309_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69a6f175bc861_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0c256c49c7_big.jpg,30 см,30 см,null,null,null,хлопковый шнур,null,null,null,null,1375,https://kultura-doma.ru/product/korzina-kvadratnaya-uyut-1375,other,master_catalog
300,KD-PD-10809,Корзина хлопковая Уют,черный,35х25х65 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0c3817979b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6970df7aa6c1e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e0c381b4d23_big.jpg,35 см,25 см,null,null,null,хлопковый шнур,null,null,null,null,1376,https://kultura-doma.ru/product/korzina-pryamougol-naya-uyut,other,master_catalog
301,KD-PD-10810,Корзина хлопковая Уют,молочный,35х25х65 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e447474f7_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6970ebcfaada7_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e44791719_big.jpg,35 см,25 см,null,null,null,хлопковый шнур,null,null,null,null,1377,https://kultura-doma.ru/product/korzina-pryamougol-naya-uyut-1377,other,master_catalog
302,KD-PD-10812,Корзина хлопковая Уют,молочный,35х35х45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e44991bd6_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6970ebb745760_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e449cddce_big.jpg,35 см,35 см,null,null,null,хлопковый шнур,null,null,null,null,1379,https://kultura-doma.ru/product/korzina-kruglaya-uyut-1379,other,master_catalog
303,KD-PD-10813,Корзина хлопковая Уют,черный,38х38х30 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e44a87a39_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6970ebe26870d_big.jpg,null,38 см,38 см,null,null,null,хлопковый шнур,null,null,null,null,1380,https://kultura-doma.ru/product/korzina-kruglaya-uyut-1380,other,master_catalog
304,KD-PD-10814,Корзина хлопковая Уют,молочный,38х38х30 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e44b57630_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6970ebeea6fb2_big.jpg,null,38 см,38 см,null,null,null,хлопковый шнур,null,null,null,null,1381,https://kultura-doma.ru/product/korzina-kruglaya-uyut-1381,other,master_catalog
305,KD-PD-10811,Корзина хлопковая Уют черная 45 см,черный,35х35х45 см,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e44859b39_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6970eb6833f32_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6936e448a2f50_big.jpg,35 см,35 см,null,null,null,хлопковый шнур,null,null,null,null,1378,https://kultura-doma.ru/product/korzina-kruglaya-uyut,other,master_catalog
306,KD-PD-10925,Кофейная пара Весенний сад,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394adb1c1e5_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69a6ec2425f9f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394adaca709_big.jpg,null,null,75 мл,null,"Чашка 1 шт, блюдце 1 шт",фарфор,100% фарфор,null,null,null,1631,https://kultura-doma.ru/product/kofeynaya-para-vesenniy-sad,coffee_pair,master_catalog
307,KD-PD-8545,Креманка Морозко,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a156ea16ce0c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a154e7164768_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a154e701c74a_big.jpg,null,null,null,null,null,null,null,null,null,null,1821,https://kultura-doma.ru/product/kremanka-morozko,other,master_catalog
308,KD-PD-7832,Кружка  Облачные фантазии,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/68ee0f4249819_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/68ee0f56499dd_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b1756103_big.jpg,null,null,350 мл,null,null,бисквитный фарфор,null,null,null,null,239,https://kultura-doma.ru/product/kruzhka-oblachnye-fantazii,mug,master_catalog
309,KD-PD-10934,Кружка Ретивые кони,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b2999321_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/694176eb43a98_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/693fd99ba471c_big.jpg,null,null,450 мл,null,null,фарфор,100% фарфор,null,null,null,1333,https://kultura-doma.ru/product/kruzhka-koni,mug,master_catalog
310,KD-PD-7951,Кружка Сказочный лес,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/694106c6baf9a_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6941182e337a9_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/694106c841147_big.jpg,null,null,450 мл,null,null,костяной фарфор,100% костяной фарфор,null,null,null,244,https://kultura-doma.ru/product/kruzhka-skazochnyy-les-244,mug,master_catalog
311,KD-PD-7174,Маска для сна,голубой,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5f7f1d5f676_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5f7f25c5ff5_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5f7f20ed6b3_big.jpg,null,null,null,null,null,вискоза,null,null,null,null,1090,https://kultura-doma.ru/product/maska-dlya-sna,other,master_catalog
312,KD-PD-8176,Маска для сна,розовый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6887326e58b32_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6887326e7ac08_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6887326e34fe9_big.jpg,null,null,null,null,null,тенсель,100% тенсель,null,null,null,1092,https://kultura-doma.ru/product/maska-dlya-sna-1092,other,master_catalog
313,KD-PD-8177,Маска для сна,голубой,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6887326d19869_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6887326d5c921_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6887326d355ce_big.jpg,null,null,null,null,null,тенсель,100% тенсель,null,null,null,1091,https://kultura-doma.ru/product/maska-dlya-sna-1091,other,master_catalog
314,KD-PD-9777,Масленка Классик,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/69f06b4ca3cd2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a15b1268fe75_big.jpg,null,null,null,null,null,null,фарфор,100% фарфор,null,null,null,293,https://kultura-doma.ru/product/maslenka-klassik,other,master_catalog
315,KD-PD-9532,Масленка Русское поле,белый,11х17х8 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69f06b4b2470c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69f06b4ad1e60_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69f06b4b6e2d8_big.jpg,11 см,17 см,null,null,null,фарфор,100% фарфор,null,null,null,281,https://kultura-doma.ru/product/maslenka-russkoe-pole,other,master_catalog
316,KD-PD-8846,Мешочек Кружево,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/69ba956d7e3a4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a58ee820ceb2_big.jpg,null,null,null,null,null,null,кружево,null,Кружево,null,null,738,https://kultura-doma.ru/product/meshochek-kruzhevo,other,master_catalog
317,KD-PD-9860,Молочник Ботаника,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/69f06b4fddb2d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69f06b5111bf5_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69f06b5039e01_big.jpg,null,null,300 мл,null,Молочник 1 шт,фарфор,100% фарфор,null,null,null,1218,https://kultura-doma.ru/product/molochnik-botanika,milk_jug,master_catalog
318,KD-PD-9566,Набор бокалов для вина Вуаль,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9018f3653_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca74a67e884_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90194f7f8_big.jpg,null,null,460 мл,null,null,хрустальное стекло,null,null,null,null,220,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-vual,wine_glass_set,master_catalog
319,KD-PD-9567,Набор бокалов для вина Вуаль,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9013d3ab4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca354ecc710_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90141f6d8_big.jpg,null,null,560 мл,null,null,хрустальное стекло,null,null,null,null,221,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-vual-221,wine_glass_set,master_catalog
320,KD-PD-7784,Набор бокалов для вина Гармония,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a900dda511_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a900ca53a4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a900cde45c_big.jpg,null,null,600 мл,null,null,хрустальное стекло,null,null,null,null,204,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-garmoniya,wine_glass_set,master_catalog
321,KD-PD-7795,Набор бокалов для вина Екатерина,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a901095705_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90101256f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a900fb3801_big.jpg,null,null,550 мл,null,null,хрустальное стекло,null,null,null,null,212,https://kultura-doma.ru/product/nabor-ryumok-dlya-vodki-ekaterina,wine_glass_set,master_catalog
322,KD-PD-7787,Набор бокалов для вина Жемчужина,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a903d0ef5b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a903c8c207_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a903cc6b3d_big.jpg,null,null,260 мл,null,null,хрустальное стекло,null,null,null,null,206,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-zhemchuzhina,wine_glass_set,master_catalog
323,KD-PD-7788,Набор бокалов для вина Жемчужина,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a904226ccd_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a904114ce9_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9041da535_big.jpg,null,null,350 мл,null,null,хрустальное стекло,null,null,null,null,207,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-zhemchuzhina-207,wine_glass_set,master_catalog
324,KD-PD-9573,Набор бокалов для вина Иллюзия,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a901cae90b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca34e85b1f0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a901cf1ab3_big.jpg,null,null,460 мл,null,null,хрустальное стекло,null,null,null,null,223,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-illyuziya,wine_glass_set,master_catalog
325,KD-PD-7790,Набор бокалов для вина Лада,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a903ebef7d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca491026dcc_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a903e745be_big.jpg,null,null,350 мл,null,null,хрустальное стекло,null,null,null,null,209,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-lada,wine_glass_set,master_catalog
326,KD-PD-7791,Набор бокалов для вина Лада,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a902183c13_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a902064515_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9020aac1e_big.jpg,null,null,580 мл,null,null,хрустальное стекло,null,null,null,null,210,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-lada-210,wine_glass_set,master_catalog
327,KD-PD-10702,Набор бокалов для вина Лилия,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90308c529_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca48b605af0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90304bf3a_big.jpg,null,null,600 мл,null,null,хрустальное стекло,null,null,null,null,1303,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-liliya,wine_glass_set,master_catalog
328,KD-PD-10704,Набор бокалов для вина Лилия,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9033ea553_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/694ced199c0c0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9033ae7ad_big.jpg,null,null,450 мл,null,null,хрустальное стекло,null,null,null,null,1305,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-liliya-1305,wine_glass_set,master_catalog
329,KD-PD-7796,Набор бокалов для вина Ника,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90489ded6_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90480e616_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9047a8ca1_big.jpg,null,null,190 мл,null,null,хрустальное стекло,null,null,null,null,213,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-nika,wine_glass_set,master_catalog
330,KD-PD-7797,Набор бокалов для вина Ника,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a904586bc6_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90442210f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9044679f6_big.jpg,null,null,305 мл,null,null,хрустальное стекло,null,null,null,null,214,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-nika-214,wine_glass_set,master_catalog
331,KD-PD-10701,Набор бокалов для вина Тюльпан,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9039a2265_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca5ec54f718_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a903942566_big.jpg,null,null,450 мл,null,null,хрустальное стекло,null,null,null,null,1302,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-tyul-pan,wine_glass_set,master_catalog
332,KD-PD-10705,Набор бокалов для вина Тюльпан,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a903238cf4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69c697ecdb633_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9031eb8fc_big.jpg,null,null,600 мл,null,null,хрустальное стекло,null,null,null,null,1306,https://kultura-doma.ru/product/nabor-bokalov-dlya-vina-tyul-pan-1306,wine_glass_set,master_catalog
333,KD-PD-7792,Набор бокалов для виски Лада,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d177e8f677_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d177c974b6_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3d177cd02c7_big.jpg,null,null,440 мл,null,null,хрустальное стекло,null,null,null,null,310,https://kultura-doma.ru/product/nabor-bokalov-dlya-viski-lada,wine_glass_set,master_catalog
334,KD-PD-9766,Набор бокалов для коньяка Лед,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d21197c2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d1f6dc49_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d1fc3d32_big.jpg,null,null,160 мл,null,null,хрусталь,100% хрусталь,null,null,null,14,https://kultura-doma.ru/product/nabor-bokalov-dlya-kon-yaka-led,wine_glass_set,master_catalog
335,KD-PD-7801,Набор бокалов для пива Бистро,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d26b71d5_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca46a6ce9e4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d266f73c_big.jpg,null,null,380 мл,null,null,хрустальное стекло,null,null,null,null,226,https://kultura-doma.ru/product/nabor-bokalov-dlya-piva-bistro,wine_glass_set,master_catalog
336,KD-PD-7802,Набор бокалов для пива Бистро,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d197ed88_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca911ba8a1f_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d193f870_big.jpg,null,null,550 мл,null,null,хрустальное стекло,null,null,null,null,227,https://kultura-doma.ru/product/nabor-bokalov-dlya-piva-bistro-227,wine_glass_set,master_catalog
337,KD-PD-9568,Набор бокалов для пива Вуаль,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d1d63ffe_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca741c08c95_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9d1ceaf49_big.jpg,null,null,500 мл,null,null,хрустальное стекло,null,null,null,null,229,https://kultura-doma.ru/product/nabor-bokalov-dlya-piva-vual,wine_glass_set,master_catalog
338,KD-PD-9569,Набор бокалов для шампанского Вуаль,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a900a92942_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca207739b32_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a900adc951_big.jpg,null,null,210 мл,null,null,хрустальное стекло,null,null,null,null,222,https://kultura-doma.ru/product/nabor-bokalov-dlya-shampanskogo-vual,wine_glass_set,master_catalog
339,KD-PD-7783,Набор бокалов для шампанского Гармония,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a904b9cc63_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a904a7bc9d_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a904abe1de_big.jpg,null,null,210 мл,null,null,хрустальное стекло,null,null,null,null,203,https://kultura-doma.ru/product/nabor-bokalov-dlya-shampanskogo-garmoniya,wine_glass_set,master_catalog
340,KD-PD-7793,Набор бокалов для шампанского Екатерина,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a900473140_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9001e7d1a_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9002ad4b0_big.jpg,null,null,190 мл,null,null,хрустальное стекло,null,null,null,null,211,https://kultura-doma.ru/product/nabor-bokalov-dlya-shampanskogo-ekaterina,wine_glass_set,master_catalog
341,KD-PD-7789,Набор бокалов для шампанского Жемчужина,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a071561368a1_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a071560714f5_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a071560ec709_big.jpg,null,null,205 мл,null,null,хрустальное стекло,null,null,null,null,208,https://kultura-doma.ru/product/nabor-bokalov-dlya-shampanskogo-zhemchuzhina,wine_glass_set,master_catalog
342,KD-PD-9575,Набор бокалов для шампанского Иллюзия,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a901af2670_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69c696f05c376_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a901b39d12_big.jpg,null,null,210 мл,null,null,хрустальное стекло,null,null,null,null,225,https://kultura-doma.ru/product/nabor-bokalov-dlya-shampanskogo-illyuziya,wine_glass_set,master_catalog
343,KD-PD-10703,Набор бокалов для шампанского Лилия,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90179cfcb_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca4882c454a_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90175fad5_big.jpg,null,null,170 мл,null,null,хрустальное стекло,null,null,null,null,1304,https://kultura-doma.ru/product/nabor-bokalov-dlya-shampanskogo-liliya,wine_glass_set,master_catalog
344,KD-PD-7798,Набор бокалов для шампанского Ника,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a905086add_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a904f5a791_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a904f99487_big.jpg,null,null,180 мл,null,null,хрустальное стекло,null,null,null,null,215,https://kultura-doma.ru/product/nabor-bokalov-dlya-shampanskogo-nika,wine_glass_set,master_catalog
345,KD-PD-10706,Набор бокалов для шампанского Тюльпан,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9015eec75_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/694cebab9f25e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a9015a2a00_big.jpg,null,null,170 мл,null,null,хрустальное стекло,null,null,null,null,1307,https://kultura-doma.ru/product/nabor-bokalov-dlya-shampanskogo-tyul-pan,wine_glass_set,master_catalog
346,KD-PD-11098,Набор кофейных чашек Купель,белый,null,https://kultura-doma.ru/public/src/images/gallery/catalog/694b9514cb783_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/694b9516e5478_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/694b95148de04_big.jpg,null,null,250 мл,null,null,"фарфор, латунь, натуральный шпон",null,null,null,null,1424,https://kultura-doma.ru/product/nabor-kofeynyh-chashek-kupel,other,master_catalog
347,KD-PD-9570,Набор креманок Вуаль,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a07155c59e24_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69c54186cc1a5_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a07155c9ac2a_big.jpg,null,null,220 мл,null,null,хрустальное стекло,null,null,null,null,15,https://kultura-doma.ru/product/nabor-kremanok-vual,wine_glass_set,master_catalog
348,KD-PD-7785,Набор креманок для шампанского Гармония,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a900916594_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a900885d79_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a90084984d_big.jpg,null,null,220 мл,null,null,хрустальное стекло,null,null,null,null,205,https://kultura-doma.ru/product/nabor-kremanok-dlya-shampanskogo-garmoniya,wine_glass_set,master_catalog
349,KD-PD-7873,Набор креманок для шампанского Купель,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a901ec4952_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/68d1168ad3ed2_big.gif,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a901e9cf8a_big.jpg,null,null,300 мл,null,null,латунь,null,null,null,null,216,https://kultura-doma.ru/product/nabor-kremanok-dlya-shampanskogo-kupel,wine_glass_set,master_catalog
350,KD-PD-10815,Набор креманок Иллюзия,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a902a3e287_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca37c39cdb4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a902a6614c_big.jpg,null,null,220 мл,null,null,хрустальное стекло,null,null,null,null,1311,https://kultura-doma.ru/product/nabor-kremanok-illyuziya-1311,wine_glass_set,master_catalog
351,KD-PD-9576,Набор креманок Иллюзия,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a904d350c0_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69ca36e992dc5_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a904d74174_big.jpg,null,null,220 мл,null,null,хрустальное стекло,null,null,null,null,284,https://kultura-doma.ru/product/nabor-kremanok-illyuziya,wine_glass_set,master_catalog
352,KD-PD-12611,Набор ложек на подставке Сказка о царе Салтане,null,null,https://kultura-doma.ru/public/src/images/gallery/catalog/6a156c4bd5d89_big.jpg,null,null,null,null,null,null,null,null,null,null,null,null,1818,https://kultura-doma.ru/product/nabor-lozhek-na-podstavke-skazka-o-care-saltane-1818,other,master_catalog
353,KD-PD-11554,Набор наволочек Дворцы России,белый,70х70 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69bbe8c9c8eb7_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/69bbe8d36f133_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/69bbe8e2ab4f0_big.png,70 см,70 см,null,null,null,тенсель,100% тенсель,null,null,null,1708,https://kultura-doma.ru/product/nabor-navolochek-dvorcy-rossii,pillowcase_set,master_catalog
354,KD-PD-11199,Набор наволочек Знаки Зодиака,бежевый,70х70 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69bbb1570b002_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69bbc6dbd4dc7_big.png,https://kultura-doma.ru/public/src/images/gallery/catalog/69bbc6f00f8b7_big.png,70 см,70 см,null,null,null,тенсель,100% тенсель,null,null,null,1706,https://kultura-doma.ru/product/nabor-navolochek-znaki-zodiaka,pillowcase_set,master_catalog
355,KD-PD-11966,Набор Наволочек Многоточие,белый,70х70 см,https://kultura-doma.ru/public/src/images/gallery/catalog/69e8e6ca7d5c8_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e8f4ee2e880_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69e8f4ec9f45f_big.jpg,70 см,70 см,null,null,null,сатин,100% сатин,null,null,null,1740,https://kultura-doma.ru/product/nabor-navolochek-mnogotochie,pillowcase_set,master_catalog
