Id,Артикул,Название товара,Цвет,Аромат,Размер,Цена,Старая цена,Высота,Ширина,Объем,Диаметр,Комплектация / Информация о размере,Материал,Состав,Детали,Коллекция,Капсула,Категория,Подкатегория,Товар входит в готовое решение,Опционально входит в готовое решение,Описание готового решения,Превью фотография товара,Вторая фотография товара в скролле,Третья фотография в стролле,Offer ID
847,KD-PD-10945,Пиала Дияф,Белый / Голубой,,370 мл,1314,2190,,,370 мл,,,фарфор,100% фарфор,,Дияф,,Посуда и сервировка,"Салатники, cупницы и глубокие тарелки",Пламя морских глубин,,,/images/imported-products/698decfd8e311_big.jpg,,,1517
848,KD-PD-10590,Плейсмат Дияф,Белый / Золотой,,43х43 см,1554,2590,43 см,43 см,,,,Хлопок,100% Хлопок,,Дияф,,Столовый текстиль,Столовый текстиль,Пламя морских глубин,,,/images/imported-products/698deb44c83a5_big.jpg,,,1520
849,KD-PD-10591,Салфетка Дияф,Белый / Золотой,,45х45 см,1194,1990,45 см,45 см,,,,Хлопок,100% Хлопок,,Дияф,,Столовый текстиль,Столовый текстиль,Пламя морских глубин,,,/images/imported-products/6a428351b8c77_big.jpg,,,1519
850,KD-PD-10950,Сахарница Дияф,Белый / Голубой,,300 мл,2094,3490,,,300 мл,,,фарфор,100% фарфор,,Дияф,,Посуда и сервировка,"Чайники, молочники и сахарницы",Пламя морских глубин,,,/images/imported-products/698ded3fbd8f9_big.jpg,,,1516
851,KD-PD-10459,Скатерть Дияф,Белый / Золотой,,180х250 см,13740,22900,180 см,250 см,,,,Хлопок,100% Хлопок,,Дияф,,Столовый текстиль,Столовый текстиль,Пламя морских глубин,,,/images/imported-products/6a5756979a0b7_big.jpg,,,1703
851,KD-PD-10459,Скатерть Дияф,Белый / Золотой,,180х350 см,13740,22900,180 см,350 см,,,,Хлопок,100% Хлопок,,Дияф,,Столовый текстиль,Столовый текстиль,Пламя морских глубин,,,/images/imported-products/6a5756979a0b7_big.jpg,,,1703
852,KD-PD-10946,Тарелка десертная Дияф,Белый / Голубой,,21 см,1314,2190,,,,21 см,,фарфор,100% фарфор,,Дияф,,Посуда и сервировка,Тарелки,Пламя морских глубин,,,/images/imported-products/698def311a152_big.jpg,,,1515
853,KD-PD-10947,Тарелка закусочная Дияф,Белый / Голубой,,24 см,1914,3190,,,,24 см,,фарфор,100% фарфор,,Дияф,,Посуда и сервировка,Тарелки,Пламя морских глубин,,,/images/imported-products/698dee47b2fe4_big.jpg,,,1514
854,KD-PD-10948,Тарелка обеденная Дияф,Белый / Голубой,,27 см,2394,3990,,,,27 см,,фарфор,100% фарфор,,Дияф,,Посуда и сервировка,Тарелки,Пламя морских глубин,,,/images/imported-products/69957ba4317d2_big.jpg,,,1513
855,KD-PD-10951,Чайная пара Дияф,Белый / Голубой,,250 мл,2394,3990,,,250 мл,,Кружка 1 шт\nБлюдце 1 шт,фарфор,100% фарфор,,Дияф,,Посуда и сервировка,"Кружки, чайные и кофейные пары",Пламя морских глубин,,,/images/imported-products/698dee8e5df80_big.jpg,,,1512
856,KD-PD-10949,Чайник заварочный Дияф,Белый / Голубой,,650 мл,2994,4990,,,650 мл,,,фарфор,100% фарфор,,Дияф,,Посуда и сервировка,"Чайники, молочники и сахарницы",Пламя морских глубин,,,/images/imported-products/6a394b019545c_big.jpg,,,1511
858,KD-PD-10287,Менажница Дрёмица,коричневый,,30 см,9900,,17 см,30 см,,,,Дерево / Металл,дуб,,Дрёмица,,Посуда и сервировка,Блюда и подача,Теплый брутализм,Зимняя сказка Пламя морских глубин,,/images/imported-products/68da38fa3c974_big.jpg,/images/imported-products/68f8dd754708a_big.jpg,/images/imported-products/69f06b4dc03fa_big.jpg,1235
859,KD-PD-10127,Поднос Дрёмица,коричневый,,480 см,49900,,480 см,310 см,,,,Дерево / Металл,Американский орех,,Дрёмица,,Декор для дома,Подносы,Теплый брутализм,Зимняя сказка Пламя морских глубин,,/images/imported-products/68da59cb6d26a_big.jpg,/images/imported-products/68fa41494a61c_big.jpg,/images/imported-products/68da599ca6ac0_big.jpg,1243
859,KD-PD-10127,Поднос Дрёмица,коричневый,,280 см,39900,,280 см,280 см,,,,Дерево / Металл,Американский орех,,Дрёмица,,Декор для дома,Подносы,Теплый брутализм,Зимняя сказка Пламя морских глубин,,/images/imported-products/68da59cb6d26a_big.jpg,/images/imported-products/68fa41494a61c_big.jpg,/images/imported-products/68da599ca6ac0_big.jpg,1242
860,KD-PD-10283,Подставка для салфеток Дрёмица,коричневый,,Единый размер,8900,,,,,,,Дерево / Металл,Дуб,,Дрёмица,,Декор для дома,Декор для дома,Теплый брутализм,Зимняя сказка Пламя морских глубин,,/images/imported-products/68da390e4614a_big.jpg,/images/imported-products/68ecc502bdb94_big.jpg,/images/imported-products/6a5f81704d30a_big.jpg,1236
861,KD-PD-10284,Подставка-менажница Дрёмица,коричневый,,Единый размер,19900,,,,,,,Дерево / Металл,Дуб,,Дрёмица,,Декор для дома,Декор для дома,Теплый брутализм,Зимняя сказка Пламя морских глубин,,/images/imported-products/69f06b63e0eac_big.jpg,/images/imported-products/68ecc79f1d5e2_big.jpg,,1241
865,KD-PD-10256,Кружка Феникс,Белый / Золотой,,450 мл,2990,,,,450 мл,,,,,,Феникс,Феникс,Посуда и сервировка,"Кружки, чайные и кофейные пары",Пламя морских глубин,Зимняя сказка,,/images/imported-products/68ee0feabb4b9_big.png,,,1264
872,KD-PD-10254,Чайная пара Феникс,Белый / Золотой,,250 мл,5599,,,,250 мл,16 см,Кружка 1 шт\nБлюдце 1 шт,Фарфор,,,Феникс,Феникс,Посуда и сервировка,"Кружки, чайные и кофейные пары",Пламя морских глубин,Зимняя сказка,,/images/imported-products/6a2034e4b2241_big.jpg,/images/imported-products/68e774cfc2fb9_big.jpg,/images/imported-products/6a2034e501385_big.jpg,1257
941,KD-PD-2000,Декоративная подушка «Ледяные узоры»,Белый,,50×50 см,5990,,50 см,50 см,,,,Хлопок,"Внешняя часть: 100% хлопок, наполнитель: 100% пух",Декоративный орнамент «Ледяные узоры»,Ледяные узоры,Ледяные узоры,Пледы и подушки,Декоративные подушки,Зимняя сказка,,,/images/imported-products/KD-PD-2000-WHITE01.png,,,2000
942,KD-PD-2000,Декоративная подушка «Ледяные узоры»,Ледяной голубой,,50×50 см,5990,,50 см,50 см,,,,,,,Ледяные узоры,Ледяные узоры,,,Зимняя сказка,,,/images/imported-products/KD-PD-2000-BLUE01.png,,,2000
943,KD-PD-2000,Декоративная подушка «Ледяные узоры»,Ночной синий,,50×50 см,5990,,50 см,50 см,,,,,,,Ледяные узоры,Ледяные узоры,,,Зимняя сказка,,,/images/imported-products/KD-PD-2000-DARK01.png,,,2000
944,KD-PD-2003,Плед «Ледяные узоры»,Ледяной голубой,,140×200 см,12990,,140 см,200 см,,,,Шерсть и хлопок,"70% шерсть, 30% хлопок",Жаккардовый орнамент,Ледяные узоры,Ледяные узоры,Пледы и подушки,Плед,Зимняя сказка,,,/images/imported-products/KD-PD-2003-BLUE01.png,/images/imported-products/KD-PD-2003-BLUE02.png,,2003
945,KD-PD-2010,Салатник «Ледяные узоры»,Белый,,24 см,9990,,,,,24 см,,Фарфор,100% костяной фарфор,Рельефный орнамент,Ледяные узоры,Ледяные узоры,Посуда и сервировка,"Салатники, cупницы и глубокие тарелки",Зимняя сказка,,,/images/imported-products/KD-PD-2010-WHITE01.png,,,2010
945,KD-PD-2010,Салатник «Ледяные узоры»,Ночной синий,,24 см,9990,,,,,24 см,,,,,Ледяные узоры,Ледяные узоры,Посуда и сервировка,"Салатники, cупницы и глубокие тарелки",Зимняя сказка,,,/images/imported-products/KD-PD-2010-DARK01.png,,,2010
947,KD-PD-2001,Тарелка «Ледяные узоры»,Белый,,23 см,7990,,,,,23 см,,Фарфор,100% костяной фарфор,Рельефный орнамент,Ледяные узоры,Ледяные узоры,Посуда и сервировка,Тарелки,Зимняя сказка,,,/images/imported-products/KD-PD-2001-WHITE01.png,,,2001
947,KD-PD-2001,Тарелка «Ледяные узоры»,Ночной синий,,23 см,7990,,,,,23 см,,,,,Ледяные узоры,Ледяные узоры,Посуда и сервировка,Тарелки,Зимняя сказка,,,/images/imported-products/KD-PD-2001-DARK01.png,,,2001
949,KD-PD-2004,Чайная пара «Ледяные узоры»,Белый,,250 мл,6990,,,,,15 см,Кружка 1 шт\nБлюдце 1 шт,Фарфор,100% костяной фарфор,Рельефный орнамент,Ледяные узоры,Ледяные узоры,Посуда и сервировка,"Кружки, чайные и кофейные пары",Зимняя сказка,,,/images/imported-products/KD-PD-2004-WHITE01.png,,,2004
954,KD-PD-10376,Комплект постельного белья Нити,голубой,,Евро (200х220 см),16450,32900,200 см,220 см,,,,сатин,100% сатин,,Нити,Нити,Постельное белье,Постельное белье,Зимняя сказка Пламя морских глубин,,,/images/imported-products/69b3ce622cf37_big.jpg,,,1672
954,KD-PD-10376,Комплект постельного белья Нити,голубой,,Кинг-сайз (220х240 см),16450,32900,220 см,240 см,,,,сатин,100% сатин,,Нити,Нити,Постельное белье,Постельное белье,Зимняя сказка Пламя морских глубин,,,/images/imported-products/69b3ce622cf37_big.jpg,,,1672
957,KD-PD-10599,Подушка декоративная Нити,Голубой,,45х45 см,2745,5490,45 см,45 см,,,,,,,Нити,Нити,Пледы и подушки,Декоративные подушки,Зимняя сказка Пламя морских глубин,,,/images/imported-products/69e5d18433139_big.jpg,,,1272
978,KD-PD-8305,Графин Росы,,,1200 мл,21900,,,,1200 мл,,,хрусталь,100% хрусталь,,Росы,,Декор для дома,,null,"Зимняя сказка  Теплый брутализм,  Зеленый салон,  Красные линии Пламя морских глубин",,/images/imported-products/6a50b242547b3_big.jpg,,,234
994,KD-PD-8695,Подсвечник Росы,,,Единый размер,6900,,,,,,,хрусталь,100% хрусталь,,Росы,,Декор для дома,Свечи и диффузоры,null,"Зимняя сказка  Теплый брутализм,  Зеленый салон,  Красные линии Пламя морских глубин",,/images/imported-products/6a47b3e9acf68_big.jpg,,,735
10375,KD-PD-10375,Комплект постельного белья Тайна,Голубой,,Евро (200х220 см),23450,32900,200 см,220 см,,,,сатин,100% сатин,,Тайна,Тайна,Постельное белье,Постельное белье,Пламя морских глубин,Зимняя сказка,,/images/imported-products/69b3ce485dc4b_big.jpg,,,1671
10375,KD-PD-10375,Комплект постельного белья Тайна,Голубой,,Кинг-сайз (220х240 см),26450,43900,220 см,240 см,,,,сатин,100% сатин,,Тайна,Тайна,Постельное белье,Постельное белье,Пламя морских глубин,Зимняя сказка,,/images/imported-products/69b3ce485dc4b_big.jpg,,,1671
10260,KD-PD-10260,Кружка Тайна,Белый / Голубой,,450 мл,4599,,,,450 мл,,,костяной фарфор,100% костяной фарфор,,Тайна,Тайна,Посуда и сервировка,"Кружки, чайные и кофейные пары",Пламя морских глубин,,,/images/imported-products/68f65790028a8_big.jpg,,,
10597,KD-PD-10597,Подушка Тайна,Белый,,40х40 см,3599,,40 см,40 см,,,,бархат,,,Тайна,Тайна,Пледы и подушки,Декоративные подушки,Пламя морских глубин,,,/images/imported-products/69e5d81fb0f8c_big.jpg,,,
105971,KD-PD-105971,Подушка Тайна,Голубой,,40х60 см,4599,,40 см,60 см,,,,бархат,,,Тайна,Тайна,Пледы и подушки,Декоративные подушки,Пламя морских глубин,,,/images/imported-products/69f1d18162bd5_big.jpg,,,
10981,KD-PD-10981,Свеча Тайна,Белый,Древесный табак,11 см,6599,,11 см,,,,,,Воск кокосовый,,Тайна,Тайна,Декор для дома,Свечи и диффузоры,Пламя морских глубин,,,/images/imported-products/6978c59a6fa8e_big.jpg,,,
10981,KD-PD-10981,Свеча Тайна,Белый,Уд,11 см,6599,,11 см,,,,,,Воск кокосовый,,Тайна,Тайна,Декор для дома,Свечи и диффузоры,Пламя морских глубин,,,/images/imported-products/6978c59a6fa8e_big.jpg,,,
109811,KD-PD-109811,Свеча Тайна,Коричневый,Древесный табак,11 см,6599,,11 см,,,,,,Воск кокосовый,,Тайна,Тайна,Декор для дома,Свечи и диффузоры,Пламя морских глубин,,,/images/imported-products/6a5f809fd6922_big.jpg,,,
109811,KD-PD-109811,Свеча Тайна,Коричневый,Уд,11 см,6599,,11 см,,,,,,Воск кокосовый,,Тайна,Тайна,Декор для дома,Свечи и диффузоры,Пламя морских глубин,,,/images/imported-products/6a5f809fd6922_big.jpg,,,
10259,KD-PD-10259,Тарелка десертная Тайна,Белый / Голубой,,18 см,4599,,,,,18 см,,фарфор,100% фарфор,,Тайна,Тайна,Посуда и сервировка,Тарелки,Пламя морских глубин,,,/images/imported-products/6a85b7f0e879a_big.jpg,,,
10258,KD-PD-10258,Чайная пара Тайна,Белый / Голубой,,250 мл,5599,,,,250 мл,16 см,Кружка 1 шт\nБлюдце 1 шт,костяной фарфор,100% костяной фарфор,,Тайна,Тайна,Посуда и сервировка,"Кружки, чайные и кофейные пары",Пламя морских глубин,,,/images/imported-products/69007dfeb92de_big.jpg,,,
10244,KD-PD-10244,Блюдо овальное Юрма,Коричневый,,23 см,2392,2990,,,,23 см,,керамика,100% керамика,,Юрма,,Посуда и сервировка,Блюда и подача,Теплый брутализм,Зимняя сказка Пламя морских глубин,,/images/imported-products/6a85ae136bac7_big.jpg,,,1397
10239,KD-PD-10239,Тарелка закусочная Юрма,коричневый,,22 см,1912,2390,,,,22 см,,керамика,100% керамика,,Юрма,,Посуда и сервировка,Тарелки,Теплый брутализм,Зимняя сказка Пламя морских глубин,,/images/imported-products/6a85ba9c0ea69_big.jpg,,,1349
12345,KD-PD-1,Свеча Корона,Белый,Ваниль,11 см,6599,,,11 см,,,,Стекло,Воск,,,,Декор для дома,Свечи и диффузоры,Зимняя сказка Пламя морских глубин,Теплый брутализм,,/images/imported-products/IMG_9416.jpeg,,,
12345,KD-PD-1,Свеча Корона,Белый,Кокос,11 см,6599,,,11 см,,,,Стекло,Воск,,,,Декор для дома,Свечи и диффузоры,Зимняя сказка Пламя морских глубин,Теплый брутализм,,/images/imported-products/IMG_9416.jpeg,,,
12345,KD-PD-1,Свеча Корона,Белый,Без аромата,11 см,6599,,,11 см,,,,Стекло,Воск,,,,Декор для дома,Свечи и диффузоры,Зимняя сказка Пламя морских глубин,Теплый брутализм,,/images/imported-products/IMG_9416.jpeg,,,
