ID;Артикул;Название товара;Цвет;Аромат;Размер;Цена;Старая цена;Высота;Ширина;Объем;Диаметр;Комплектация / информация о размере;Материал;Состав;Детали;Коллекция;Капсула;Категория;Подкатегория;Товар входит в готовое решение;Опционально входит в готовое решение;Капсула.1;Фото 1;Фото 2;Фото 3
820;KD-PD-10919;Тарелка закусочная Весенний сад;белый;null;23 см;2 232 ₽;2 790 ₽;null;null;null;23 см;null;фарфор;100% фарфор;null;Весенний сад;null;Посуда и сервировка;Тарелки;null;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a85baa4bb145_big.jpg;null;null
821;KD-PD-10920;Тарелка обеденная Весенний сад;белый;null;27 см;2 632 ₽;3 290 ₽;null;null;null;27 см;null;фарфор;100% фарфор;null;Весенний сад;null;Посуда и сервировка;Тарелки;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/6a85bcecc09c8_big.jpg;null;null
822;KD-PD-10921;Тарелка подстановочная Весенний сад;белый;null;30 см;4 392 ₽;5 490 ₽;null;null;null;null;null;фарфор;100% фарфор;null;Весенний сад;null;Посуда и сервировка;Тарелки;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/6a85bcfa2f399_big.jpg;null;null
823;KD-PD-10922;Чайная пара Весенний сад;белый;null;250 мл;2 792 ₽;3 490 ₽;null;null;250 мл;null;Кружка 1 шт\nБлюдце 1 шт;фарфор;100% фарфор;null;Весенний сад;null;Посуда и сервировка;Кружки, чайные и кофейные пары;null;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a85bf64da8d2_big.jpg;null;null
824;KD-PD-10923;Чайник Весенний сад;белый;null;1300 мл;6 392 ₽;7 990 ₽;null;null;1300 мл;null;null;фарфор;100% фарфор;null;Весенний сад;null;Посуда и сервировка;Чайники, молочники и сахарницы;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/6a85bf6fe9fa3_big.jpg;null;null
845;KD-PD-10944;Блюдо Дияф;Белый / Голубой ;null;32 см;4 194 ₽;6 990 ₽;null;null;null;null;null;фарфор;100% фарфор;null;Дияф;null;Посуда и сервировка;Блюда и подача;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/698deddc79da9_big.JPG;null;null
846;KD-PD-11006;Дорожка Дияф;Белый / Золотой ;null;50х120 см;2 694 ₽;4 490 ₽;50 см;120 см;null;null;null;Хлопок;100% Хлопок;null;Дияф;null;Столовый текстиль;Столовый текстиль;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/69f218d992ea2_big.jpg;null;null
847;KD-PD-10945;Пиала Дияф;Белый / Голубой ;null;370 мл;1 314 ₽;2 190 ₽;null;null;370 мл;null;null;фарфор;100% фарфор;null;Дияф;null;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/698decfd8e311_big.jpg;null;null
848;KD-PD-10590;Плейсмат Дияф;Белый / Золотой ;null;43х43 см;1 554 ₽;2 590 ₽;43 см;43 см;null;null;null;Хлопок;100% Хлопок;null;Дияф;null;Столовый текстиль;Столовый текстиль;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/698deb44c83a5_big.jpg;null;null
849;KD-PD-10591;Салфетка Дияф;Белый / Золотой ;null;45х45 см;1 194 ₽;1 990 ₽;45 см;45 см;null;null;null;Хлопок;100% Хлопок;null;Дияф;null;Столовый текстиль;Столовый текстиль;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/6a428351b8c77_big.jpg;null;null
850;KD-PD-10950;Сахарница Дияф;Белый / Голубой ;null;300 мл;2 094 ₽;3 490 ₽;null;null;300 мл;null;null;фарфор;100% фарфор;null;Дияф;null;Посуда и сервировка;Чайники, молочники и сахарницы;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/698ded3fbd8f9_big.jpg;null;null
851;KD-PD-10459;Скатерть Дияф;Белый / Золотой ;null;180х250 см;13 740 ₽;22 900 ₽;180 см;250 см;null;null;null;Хлопок;100% Хлопок;null;Дияф;null;Столовый текстиль;Столовый текстиль;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/6a5756979a0b7_big.jpg;null;null
851;KD-PD-10459;Скатерть Дияф;Белый / Золотой ;null;180х350 см;13 740 ₽;22 900 ₽;180 см;350 см;null;null;null;Хлопок;100% Хлопок;null;Дияф;null;Столовый текстиль;Столовый текстиль;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/6a5756979a0b7_big.jpg;null;null
852;KD-PD-10946;Тарелка десертная Дияф;Белый / Голубой ;null;21 см;1 314 ₽;2 190 ₽;null;null;null;21 см;null;фарфор;100% фарфор;null;Дияф;null;Посуда и сервировка;Тарелки;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/698def311a152_big.jpg;null;null
853;KD-PD-10947;Тарелка закусочная Дияф;Белый / Голубой ;null;24 см;1 914 ₽;3 190 ₽;null;null;null;24 см;null;фарфор;100% фарфор;null;Дияф;null;Посуда и сервировка;Тарелки;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/698dee47b2fe4_big.jpg;null;null
854;KD-PD-10948;Тарелка обеденная Дияф;Белый / Голубой ;null;27 см;2 394 ₽;3 990 ₽;null;null;null;27 см;null;фарфор;100% фарфор;null;Дияф;null;Посуда и сервировка;Тарелки;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/69957ba4317d2_big.jpg;null;null
855;KD-PD-10951;Чайная пара Дияф;Белый / Голубой ;null;250 мл;2 394 ₽;3 990 ₽;null;null;250 мл;null;Кружка 1 шт\nБлюдце 1 шт;фарфор;100% фарфор;null;Дияф;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/698dee8e5df80_big.jpg;null;null
856;KD-PD-10949;Чайник заварочный Дияф;Белый / Голубой ;null;650 мл;2 994 ₽;4 990 ₽;null;null;650 мл;null;null;фарфор;100% фарфор;null;Дияф;null;Посуда и сервировка;Чайники, молочники и сахарницы;Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/6a394b019545c_big.jpg;null;null
858;KD-PD-10287;Менажница Дрёмица;коричневый;null;30 см;9 900 ₽;null;17 см;30 см;null;null;null;Дерево / Металл ;дуб;null;Дрёмица;null;Посуда и сервировка;Блюда и подача;Теплый брутализм;Зимняя сказка Пламя морских глубин  ;null;https://kssafonova.github.io/images/imported-products/68da38fa3c974_big.jpg;https://kssafonova.github.io/images/imported-products/68f8dd754708a_big.jpg;https://kssafonova.github.io/images/imported-products/69f06b4dc03fa_big.jpg
859;KD-PD-10127;Поднос Дрёмица;коричневый;null;480 см;49 900 ₽;null;480 см;310 см;null;null;null;Дерево / Металл ;Американский орех;null;Дрёмица;null;Декор для дома;Подносы;Теплый брутализм;Зимняя сказка Пламя морских глубин  ;null;https://kssafonova.github.io/images/imported-products/68da59cb6d26a_big.jpg;https://kssafonova.github.io/images/imported-products/68fa41494a61c_big.jpg;https://kssafonova.github.io/images/imported-products/68da599ca6ac0_big.jpg
859;KD-PD-10127;Поднос Дрёмица;коричневый;null;280 см;39 900 ₽;null;280 см;280 см;null;null;null;Дерево / Металл ;Американский орех ;null;Дрёмица;null;Декор для дома;Подносы;Теплый брутализм;Зимняя сказка Пламя морских глубин  ;null;https://kssafonova.github.io/images/imported-products/68da59cb6d26a_big.jpg;https://kssafonova.github.io/images/imported-products/68fa41494a61c_big.jpg;https://kssafonova.github.io/images/imported-products/68da599ca6ac0_big.jpg
860;KD-PD-10283;Подставка для салфеток Дрёмица;коричневый;null;Единый размер;8 900 ₽;null;null;null;null;null;null;Дерево / Металл ;Дуб ;null;Дрёмица;null;Декор для дома;Декор для дома;Теплый брутализм;Зимняя сказка Пламя морских глубин  ;null;https://kssafonova.github.io/images/imported-products/68da390e4614a_big.jpg;https://kssafonova.github.io/images/imported-products/68ecc502bdb94_big.jpg;https://kssafonova.github.io/images/imported-products/6a5f81704d30a_big.jpg
