ID;Артикул;Название товара;Цвет;Аромат;Размер;Цена;Старая цена;Высота;Ширина;Объем;Диаметр;Комплектация / информация о размере;Материал;Состав;Детали;Коллекция;Капсула;Категория;Подкатегория;Товар входит в готовое решение;Опционально входит в готовое решение;Капсула.1;Фото 1;Фото 2;Фото 3
9;KD-PD-1030;"Чайная пара ""Лунная сказка""";Ночной синий;null;250 мл;6 990 ₽;null;null;null;250 мл;15 см;Кружка 1 шт, Блюдце 1 шт;Фарфор;100% костяной фарфор;Рисунок;Лунная сказка;Лунная сказка;Посуда и сервировка;Кружки, чайные и кофейные пары;Зимняя сказка;null;null;https://kssafonova.github.io/images/imported-products/time-tea-pair.png;null;null
10;KD-PD-1024;"Комплект постельного белья ""Лунная сказка""";Ночной синий;null;Полуторный 140x220 см;15 990 ₽;null;140 см;220 см;null;null;Наволочка 2 шт\n Простынь 1 шт\nПододеяльник 1 шт;Шелк;100% Сатин;Вышивка;Лунная сказка;Лунная сказка;Постельное белье;Постельное белье;Зимняя сказка;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1024-DARK01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1024-DARK02.png;null
10;KD-PD-1024;Комплект постельного белья «Лунная сказка»;Ночной синий;null;Евро 200×220 см;18 990 ₽;null;200 см;220 см;null;null;Наволочка 2 шт\n Простынь 1 шт\nПододеяльник 1 шт;Шелк;100% Сатин;Вышивка;Лунная сказка;Лунная сказка;Постельное белье;Постельное белье;Зимняя сказка;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1024-DARK01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1024-DARK02.png;null
10;KD-PD-1024;Комплект постельного белья «Лунная сказка»;Ночной синий;null;Кинг сайз 220×240 см;20 990 ₽;null;220 см;240 см;null;null;Наволочка 2 шт\n Простынь 1 шт\nПододеяльник 1 шт;Шелк;100% Сатин;Вышивка;Лунная сказка;Лунная сказка;Постельное белье;Постельное белье;Зимняя сказка;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1024-DARK01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1024-DARK02.png;null
11;KD-PD-1025;"Тарелка ""Лунная сказка""";Ночной синий;null;23 см;5 990 ₽;null;null;null;null;23 см;null;Фарфор;100% костяной фарфор;Рисунок;Лунная сказка;Лунная сказка;Посуда и сервировка;Тарелки;Пламя морских глубин,  Зимняя сказка;null;null;https://kssafonova.github.io/images/imported-products/moon-plate.png;null;null
13;KD-PD-1028;Натяжная простыня из сатина;Белый;null;Полуторный 140x220 см;4 990 ₽;null;140 см;220 см;null;null;null;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE03.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE03.png
13;KD-PD-1028;Натяжная простыня из сатина;Белый;null;Евро 200×220 см;5 990 ₽;null;200 см;220 см;null;null;null;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE03.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE03.png
13;KD-PD-1028;Натяжная простыня из сатина;Белый;null;Кинг сайз 220×240 см;6 990 ₽;null;220 см;240 см;null;null;null;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE03.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE03.png
14;KD-PD-1028;Натяжная простыня из сатина;Ночной синий;null;Полуторный 140x220 см;4 990 ₽;null;140 см;220 см;null;null;null;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1028-DARK01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-DARK02.png;null
14;KD-PD-1028;Натяжная простыня из сатина;Ночной синий;null;Евро 200×220 см;5 990 ₽;null;200 см;220 см;null;null;null;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1028-DARK01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-DARK02.png;null
14;KD-PD-1028;Натяжная простыня из сатина;Ночной синий;null;Кинг сайз 220×240 см;6 990 ₽;null;220 см;240 см;null;null;null;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1028-DARK01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-DARK02.png;null
12;KD-PD-1028;Натяжная простыня из сатина;Пудровый;null;Полуторный 140x220 см;4 990 ₽;null;140 см;220 см;null;null;null;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/peach-sheet.jpg;https://kssafonova.github.io/images/imported-products/KD-PD-1028-PUDRA02.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-PUDRA03.png
12;KD-PD-1028;Натяжная простыня из сатина;Пудровый;null;Евро 200×220 см;5 990 ₽;null;200 см;220 см;null;null;null;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE03.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-PUDRA03.png
12;KD-PD-1028;Натяжная простыня из сатина;Пудровый;null;Кинг сайз 220×240 см;6 990 ₽;null;220 см;240 см;null;null;null;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-WHITE03.png;https://kssafonova.github.io/images/imported-products/KD-PD-1028-PUDRA03.png
131;KD-PD-1128;Наволочка из сатина;Белый;null;60 x 60 см;4 990 ₽;null;60 см;60 см;null;null;Наволочка 2 шт;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1128-WHITE01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1128-WHITE02.png;https://kssafonova.github.io/images/imported-products/KD-PD-1128-WHITE03.png
141;KD-PD-1128;Наволочка из сатина;Ночной синий;null;60 x 60 см;4 990 ₽;null;60 см;60 см;null;null;Наволочка 2 шт;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1128-DARK01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1128-DARK02.png;null
151;KD-PD-1128;Наволочка из сатина;Пудровый;null;60 x 60 см;4 990 ₽;null;60 см;60 см;null;null;Наволочка 2 шт;Шелк;100% Сатин;null;null;null;Постельное белье;Постельное белье;null;null;null;https://kssafonova.github.io/images/imported-products/KD-PD-1128-PUDRA01.png;https://kssafonova.github.io/images/imported-products/KD-PD-1128-PUDRA03.png;https://kssafonova.github.io/images/imported-products/KD-PD-1128-PUDRA03.png
16;KD-PD-2519;Свеча Феникс;Белый / Золотой;Дерево жизни;10 см;4 990 ₽;null;10 см;null;null;null;null;null;Воск;null;Феникс;Феникс;Декор для дома;Свечи и диффузоры;Пламя морских глубин ;Зимняя сказка;null;https://kssafonova.github.io/images/imported-products/images1.jpeg;https://kssafonova.github.io/images/imported-products/images.jpeg;null
16;KD-PD-2519;Свеча Феникс;Белый / Золотой;Сандал и шалфей;10 см;4 990 ₽;null;10 см;null;null;null;null;null;Воск;null;Феникс;Феникс;Декор для дома;Свечи и диффузоры;Пламя морских глубин ;Зимняя сказка;null;https://kssafonova.github.io/images/imported-products/images1.jpeg;https://kssafonova.github.io/images/imported-products/images.jpeg;null
18;KD-PD-11417;Тарелка обеденная Овация;Белый;null;30 см;1 794 ₽;2 990 ₽;null;null;null;30 см;null;фарфор;100% костяной фарфор;null;Овация;null;Посуда и сервировка;Тарелки;Зеленый салон Пламя морских глубин ;Красные линии;null;https://kssafonova.github.io/images/imported-products/69cfd1dbd8788_big.jpg;null;null
19;KD-PD-11415;Тарелка десертная Овация;Белый;null;19 см;894 ₽;1 490 ₽;null;null;null;19 см;null;фарфор;100% костяной фарфор;null;Овация;null;Посуда и сервировка;Тарелки;Зеленый салон Пламя морских глубин ;Красные линии;null;https://kssafonova.github.io/images/imported-products/69a59fe31bc63_big.jpg;null;null
20;KD-PD-11416;Тарелка закусочная Овация;Белый;null;25 см;1 314 ₽;2 190 ₽;null;null;null;25 см;null;фарфор;100% костяной фарфор;null;Овация;null;Посуда и сервировка;Тарелки;Зеленый салон Пламя морских глубин ;Красные линии;null;https://kssafonova.github.io/images/imported-products/69a59ff7219ee_big.jpg;null;null
21;KD-PD-11514;Чайная пара Овация;Белый;null;350 мл;1 194 ₽;1 990 ₽;null;null;350 мл;18 см;Кружка 1 шт\nБлюдце 1 шт;фарфор;100% костяной фарфор;null;Овация;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Зеленый салон Пламя морских глубин ;Красные линии;null;https://kssafonova.github.io/images/imported-products/6a85be4b7c47d_big.jpg;null;null
22;KD-PD-11428;Чайник Овация;Белый;null;990 мл;2 394 ₽;3 990 ₽;null;null;990 мл;null;null;фарфор;100% костяной фарфор;null;Овация;null;Посуда и сервировка;Чайники, молочники и сахарницы;Зеленый салон Пламя морских глубин ;Красные линии;null;https://kssafonova.github.io/images/imported-products/6a85bf69a9fab_big.jpg;null;null
23;KD-PD-11430;Сахарница Овация;Белый;null;240 мл;954 ₽;1 590 ₽;null;null;240 мл;null;null;фарфор;100% костяной фарфор;null;Овация;null;Посуда и сервировка;Чайники, молочники и сахарницы;Зеленый салон Пламя морских глубин ;Красные линии;null;https://kssafonova.github.io/images/imported-products/6a85b5ce5156c_big.jpg;null;null
24;KD-PD-11420;Салатник Овация;Белый;null;16 см;1 794 ₽;2 990 ₽;null;null;null;16 см;null;фарфор;100% костяной фарфор;null;Овация;null;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Зеленый салон Пламя морских глубин ;Красные линии;null;https://kssafonova.github.io/images/imported-products/6a85b4e761a4c_big.jpg;null;null
25;KD-PD-11438;Чайник Эхо;Белый;null;990 мл;5 593 ₽;7 990 ₽;null;null;990 мл;null;null;фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Чайники, молочники и сахарницы;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a85bf6840c27_big.jpg;null;null
25;KD-PD-11438;Чайник Эхо;Белый;null;1800 мл;6 593 ₽;9 990 ₽;null;null;1800 мл;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Чайники, молочники и сахарницы;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a85bf6840c27_big.jpg;null;null
26;KD-PD-1143826;Чайная пара Эхо;Белый;null;250 мл ;2 233 ₽;3 190 ₽;null;null;250 мл;18 см;Кружка 1 шт\nБлюдце 1 шт;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a85bf55372ef_big.jpg;null;null
27;KD-PD-114381;Тарелка глубокая Эхо;Белый;null;350 мл ;3 353 ₽;4 790 ₽;null;null;350 мл ;null;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a85b7d65b6f3_big.jpg;null;null
28;KD-PD-114382;Тарелка закусочная Эхо;Белый;null;20 см;2 233 ₽;3 190 ₽;null;null;null;20 см;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a85bab0339ea_big.jpg;null;null
29;KD-PD-114383;Тарелка обеденная Эхо;Белый;null;25 см;2 793 ₽;3 990 ₽;null;null;null;30 см;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a06d76222d16_big.jpg;null;null
30;KD-PD-114384;Тарелка десертная Эхо;Белый;null;18 см;1 673 ₽;2 390 ₽;null;null;null;18 см;null;костяной фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a85ba923b6ef_big.jpg;null;null
31;KD-PD-114385;Супница Эхо;Белый;null;650 мл ;7 273 ₽;10 390 ₽;null;null;650 мл ;null;null;фарфор;100% костяной фарфор;null;Эхо;null;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Красные линии;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a85b6e1b4b86_big.jpg;null;null
32;KD-PD-10288;Ваза Айсберг;Белый;null;15 см;14 900 ₽;null;null;null;null;null;null;фарфор;100% фарфор;null;null;null;Декор для дома;Вазы и предметы интерьера;Зимняя сказка Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/6a0d5b3b35c53_big.jpg;https://kssafonova.github.io/images/imported-products/68ecbba698a58_big.jpg;null
32;KD-PD-10288;Ваза Айсберг;Белый;null;18 см;16 900 ₽;null;null;null;null;null;null;фарфор;100% фарфор;null;null;null;Декор для дома;Вазы и предметы интерьера;Зимняя сказка Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/6a0d5b3b35c53_big.jpg;https://kssafonova.github.io/images/imported-products/68ecbba698a58_big.jpg;null
331;KD-PD-11020;Ваза Паскаль;Желтый;null;36 см;24 900 ₽;null;null;null;null;null;null;Стекло;100% стекло;null;null;null;Декор для дома;Вазы и предметы интерьера;Зимняя сказка Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/6a0d5b4123311_big.jpg;null;null
33;KD-PD-11020;Ваза Паскаль;Синий;null;36 см;24 900 ₽;null;null;null;null;null;null;Стекло;100% стекло;null;null;null;Декор для дома;Вазы и предметы интерьера;Зимняя сказка Пламя морских глубин ;null;null;https://kssafonova.github.io/images/imported-products/6a0d5b3d445c5_big.jpg;null;null
36;KD-PD-10414;Дорожка Мокоши;Белый;null;50х180 см;14 900 ₽;null;50 см;180 см;null;null;null;лён;100% лен;Вышивка\nКисточки;Мокоши;null;Столовый текстиль;Столовый текстиль;Красные линии;null;null;https://kssafonova.github.io/images/imported-products/6a84708e939ec_big.jpg;null;null
37;KD-PD-10932;Кофейная пара Мокоши;Белый;null;75 мл;2 990 ₽;null;null;null;75 мл;null;Кружка 1 шт\nБлюдце 1 шт;фарфор;100% фарфор;null;Мокоши;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Красные линии;null;null;https://kssafonova.github.io/images/imported-products/69441f32012f2_big.jpg;null;null
38;KD-PD-10587;Плейсмат Мокоши;Белый;null;40х50 см;1 590 ₽;null;40 см;50 см;null;null;null;Хлопок;100% Хлопок;Вышивка;Мокоши;null;Столовый текстиль;Столовый текстиль;Красные линии;null;null;https://kssafonova.github.io/images/imported-products/6a84709a367e8_big.jpg;null;null
39;KD-PD-10567;Салфетка Мокоши;Белый;null;45х45 см;1 990 ₽;null;45 см;45 см;null;null;null;Хлопок;100% Хлопок;Вышивка;Мокоши;null;Столовый текстиль;Столовый текстиль;Красные линии;null;null;https://kssafonova.github.io/images/imported-products/6a8470a8f0e87_big.jpg;null;null
40;KD-PD-10450;Скатерть Мокоши;Белый;null;180x180 см;19 900 ₽;null;180 см;180 см;null;null;null;Хлопок;100% Хлопок;Вышивка;Мокоши;null;Столовый текстиль;Столовый текстиль;Красные линии;null;null;https://kssafonova.github.io/images/imported-products/6a8471f1dc0ec_big.jpg;null;null
40;KD-PD-10450;Скатерть Мокоши;Белый;null;180x250 см;20 900 ₽;null;180 см;250 см;null;null;null;Хлопок;100% Хлопок;Вышивка;Мокоши;null;Столовый текстиль;Столовый текстиль;Красные линии;null;null;https://kssafonova.github.io/images/imported-products/6a8471f1dc0ec_big.jpg;null;null
41;KD-PD-10400;Тарелка десертная Мокоши;Красный;null;19 см;2 990 ₽;null;null;null;null;19 см;null;Фарфор;100% фарфор;null;Мокоши;null;Посуда и сервировка;Тарелки;Красные линии;null;null;https://kssafonova.github.io/images/imported-products/694150e829683_big.jpg;null;null
42;KD-PD-10930;Чайная пара Мокоши;Красный;null;250 мл;4 590 ₽;null;null;null;250 мл;19 см;Кружка 1 шт\nБлюдце 1 шт;Фарфор;100% фарфор;null;Мокоши;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Красные линии;null;null;https://kssafonova.github.io/images/imported-products/694151510f837_big.jpg;null;null
43;KD-PD-8985;Скатерть Весна;Белый;null;180x250 см;9 900 ₽;null;180 см;250 см;null;null;null;Хлопок;100% Хлопок;null;Весна;null;Столовый текстиль;Столовый текстиль;Зеленый салон;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a5756073f700_big.jpg;https://kssafonova.github.io/images/imported-products/68b040117f548_big.jpg;null
43;KD-PD-8985;Скатерть Весна;белый;null;180x350 см;9 900 ₽;null;180 см;350 см;null;null;null;Хлопок;100% Хлопок;null;Весна;null;Столовый текстиль;Столовый текстиль;Зеленый салон;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a5756073f700_big.jpg;null;https://kssafonova.github.io/images/imported-products/68b040117f548_big.jpg
448982;KD-PD-8982;Плейсмат Весна;Белый;null;45х45 см;990 ₽;null;45 см;65 см;null;null;null;Хлопок;100% Хлопок;null;Весна;null;Столовый текстиль;Столовый текстиль;null;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a84701c28299_big.jpg;null;null
448982;KD-PD-8982;Плейсмат Весна;Белый;null;45х65 см;990 ₽;null;45 см;65 см;null;null;null;Хлопок;100% Хлопок;null;Весна;null;Столовый текстиль;Столовый текстиль;null;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a84701c28299_big.jpg;null;null
44;KD-PD-8982;Плейсмат Весна;Зеленый;null;45х45 см;990 ₽;null;45 см;65 см;null;null;null;Хлопок;100% Хлопок;null;Весна;null;Столовый текстиль;Столовый текстиль;null;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a84702c37bb4_big.jpg;null;null
44;KD-PD-8982;Плейсмат Весна;Зеленый;null;45х65 см;990 ₽;null;45 см;65 см;null;null;null;Хлопок;100% Хлопок;null;Весна;null;Столовый текстиль;Столовый текстиль;null;Зеленый салон;null;https://kssafonova.github.io/images/imported-products/6a84702c37bb4_big.jpg;null;null
443;KD-PD-11616;Плейсмат Алая нить;белый;null;40х40 см;1 194 ₽;1 990 ₽;40 см;40 см;null;null;null;Хлопок;100% Хлопок;null;Алая нить;null;Столовый текстиль;Столовый текстиль;null;Красные линии;null;https://kssafonova.github.io/images/imported-products/6a8319ebd8c65_big.jpg;null;null
444;KD-PD-11574;Чайная пара Алая нить;белый;null;320 мл;5 990 ₽;null;null;null;320 мл;null;Кружка 1 шт Блюдце 1 шт;Фарфор;100% Фарфор;null;Алая нить;null;Посуда и сервировка;Кружки, чайные и кофейные пары;null;Красные линии;null;https://kssafonova.github.io/images/imported-products/6a85be4d14dd5_big.jpg;null;null
603;KD-PD-11033;Подушка декоративная Алатырь;бежевый;null;40х40 см;5 990 ₽;null;40 см;40 см;null;null;null;null;null;null;Мокоши;null;Пледы и подушки;Декоративные подушки;Красные линии;null;null;https://kssafonova.github.io/images/imported-products/69e233fdc6992_big.jpg;null;null
604;KD-PD-11034;Подушка декоративная Мокоши;бежевый;null;40х40 см;5 990 ₽;null;40 см;40 см;null;null;null;null;null;null;Мокоши;null;Пледы и подушки;Декоративные подушки;Красные линии;null;null;https://kssafonova.github.io/images/imported-products/69e234045d0a5_big.jpg;null;null
650;KD-PD-10841;Плед Пушица;бежевый;null;150х200 см;29 900 ₽;null;null;null;null;null;null;null;null;null;Оренбургские узоры;null;Пледы и подушки;Плед;Красные линии Пламя морских глубин;Зимняя сказка Теплый брутализм;null;https://kssafonova.github.io/images/imported-products/690caa6e3be4a_big.jpg;null;null
651;KD-PD-10841;Плед Пушица;голубой;null;150х200 см;29 900 ₽;null;null;null;null;null;null;null;null;null;Оренбургские узоры;null;Пледы и подушки;Плед;Красные линии Пламя морских глубин;Зимняя сказка Теплый брутализм;null;https://kssafonova.github.io/images/imported-products/690ca7e8a1da2_big.jpg;null;null
653;KD-PD-10841;Плед Пушица;экрю;null;150х200 см;29 900 ₽;null;null;null;null;null;null;null;null;null;Оренбургские узоры;null;Пледы и подушки;Плед;Красные линии Пламя морских глубин;Зимняя сказка Теплый брутализм;null;https://kssafonova.github.io/images/imported-products/69e0fef714064_big.jpg;null;null
655;KD-PD-10786;Подушка декоративная Пушица;голубой;null;45х45 см;9 900 ₽;null;45 см;45 см;null;null;null;null;null;null;Оренбургские узоры;null;Пледы и подушки;Декоративные подушки;Красные линии Пламя морских глубин;Зимняя сказка Теплый брутализм;null;https://kssafonova.github.io/images/imported-products/6a5f322580c1f_big.jpg;null;null
654;KD-PD-10786;Подушка декоративная Пушица;экрю;null;45х45 см;9 900 ₽;null;45 см;45 см;null;null;null;null;null;null;Оренбургские узоры;null;Пледы и подушки;Декоративные подушки;Красные линии Пламя морских глубин;Зимняя сказка Теплый брутализм;null;https://kssafonova.github.io/images/imported-products/6a5f32cbe9c39_big.jpg;null;null
658;KD-PD-7947;Блюдо Петербург;белый;null;36,5х25х2 см;5 995 ₽;11 990 ₽;null;null;null;null;null;костяной фарфор;100% костяной фарфор;null;Петербург;null;Посуда и сервировка;Блюда и подача;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/687e4847be118_big.jpg;null;null
659;KD-PD-8312;Дорожка Петербург;белый;null;165х45 см;2 500 ₽;5 000 ₽;165 см;45 см;null;null;null;сатин;100% сатин;null;Петербург;null;Столовый текстиль;Столовый текстиль;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/6a8317467f780_big.jpg;null;null
660;KD-PD-7941;Кружка Петербург;белый;null;null;4 995 ₽;9 990 ₽;null;null;null;null;null;костяной фарфор;100% костяной фарфор;null;Петербург;null;Посуда и сервировка;Кружки, чайные и кофейные пары;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/68ee0faf95812_big.png;https://kssafonova.github.io/images/imported-products/6a394b4a57a59_big.jpg;https://kssafonova.github.io/images/imported-products/6a394b4fb19ed_big.jpg
661;KD-PD-7942;Салатник Петербург;белый;null;null;2 995 ₽;5 990 ₽;null;null;null;null;null;костяной фарфор;100% костяной фарфор;null;Петербург;null;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/6a3a860480fbd_big.jpg;null;null
661;KD-PD-7942;Салатник Петербург;белый;null;null;5 995 ₽;11 990 ₽;null;null;null;null;null;костяной фарфор;100% костяной фарфор;null;Петербург;null;Посуда и сервировка;Салатники, cупницы и глубокие тарелки;Зеленый салон;null;null;https://kssafonova.github.io/images/imported-products/6a3a860480fbd_big.jpg;null;null
